name
1011th Quartermaster Co. U.S. Army Reserve Memorial Highway
242nd Engineer Company - KS Army National Guard - Highway
2nd Lieutenant Justin L. Sisson Memorial Highway
35th Infantry Division Memorial Highway
75th Division of the United States Army Highway
89th Division of the United States Army Highway
930th Ordnance Ammunition Company By-pass
"95th Division, The Iron Men of Metz Highway"
96th Infantry Division Memorial Highway
AMM2c Walter Scott Brown Memorial Highway
Amelia Earhart Memorial Highway
American Legion Memorial Highway
Ancient Indian Traders Trail
Atomic Veteran's Memorial Highway
Barnes Brothers Memorial Highway
Ben E. Vidricksen Highway
Blue Star Memorial Highway
Bonnie Huy Memorial Highway
COII Trenton J. Brinkman Memorial Highway
CPL Allen E. Oatney and SP4 Gene A. Meyers Memorial Highway
CPL Monte Wayne Forrest Memorial Highway
Cannonball Stageline Highway
Cessna Boulevard
Charles Sheldon Trafficway
Chisholm Trail
Civil War Veterans Memorial Highway
Clayton J. Connell Memorial Highway
Coach Bill Snyder Highway
Danny J. Petersen Memorial Highway
David Mee Memorial Highway
Deputy Todd Widman Memorial Highway Last Call 3-1-2000
Dillingham Freeway
Dr. Martin Luther King Jr. Memorial Highway
Eisenhower Memorial Highway
Eisenhower/Truman Presidential Highway
First Responders Memorial Highway
Floyd H. Robinson Memorial Highway Vietnam MIA
Frank Carlson Memorial Highway
Frankfort Boys World War II Memorial Highway
George Ablah Expressway
Governor John Anderson Jr. Highway
Great Plains Indian Highway
Harper County Veterans Memorial Highway
Harry Darby Memorial Highway
Home on the Range Highway
John Armstrong Memorial Highway
John Bower Memorial Highway
John Neal Memorial Highway
"John Troy, Pete Hughes, and Earl Seifert Highway"
Kaw Valley Scenic Highway
Ken W Brock Memorial Highway
Kenneth W. Bernard Memorial Highway
Kickapoo Veterans Memorial Highway
Korean War Veterans Memorial Highway
Lane Freedom Trail
Lewis and Clark Expedition Route
Lieutenant Bernard C. Hill Memorial Highway
Maisie DeVore Highway
Martin Luther King Jr. Memorial Highway
Master Deputy Brandon Collins Memorial Highway
Master Trooper Dean A. Goodheart Memorial Highway
Master Trooper Larry L. Huff Memorial Highway
Medal of Honor Recipient Donald K. Ross Memorial Highway
Merle Miller Memorial Highway
Officer Donald Burton Gamblin Jr. Memorial Highway
Operation Enduring Freedom Veterans Memorial Highway
Operation Iraqi Freedom Veterans Memorial Highway
PFC Henry Lee Fisher Memorial Highway
PFC Shane Austin Memorial Highway
POW MIA Memorial Highway
Pack St. Clair Highway
Patriot Guard Highway
Persian Gulf War Veterans Memorial Highway
Pony Express Highway
Prairie Parkway
Purple Heart Trail
Purple Heart/Combat Wounded Veterans Highway
Rep Marvin S Robinson Memorial Highway
Robert B. Docking Memorial Highway
Robert Lessen Memorial Highway
Robert V. Talkington Highway
SFC David R. Berry/SGT WillSun M. Mock Memorial Highway
SGT David Enzbrenner Memorial Highway
SGT Evan S. Parker Memorial Highway
SGT Gregg Steimel and PFC Richard Conrardy Memorial Highway
SGT Lavern W. Tegtmeier Memorial Highway
Senator Bill Morris Memorial Highway
Senator Bob Dole Bypass
Senator Bud Burke Memorial Highway
Senator Dennis Wilson Memorial Highway
Senator Tom R. Van Sickle Memorial Highway
Sergeant Eldon K. Miller Memorial Highway
Spanish-American War Veterans Memorial Highway
State Fair Freeway
The Dr. Martin Luther King Jr. Memorial Highway
The Road to Oz
The Yellow Brick Road
Trooper Conroy G. O'Brien Memorial Highway
"Trooper Ferdinand ""Bud"" Pribbenow Memorial Highway"
Trooper James D. Thornton Memorial Highway
Trooper Jimmie Jacobs Memorial Highway
Trooper John McMurray Memorial Highway
Trooper Maurice R. Plummer Memorial Highway
Turkey Wheat Trail Highway
United States Submarine Veterans Memorial Highway
Vern Chesbro Memorial Highway
Veterans Memorial Highway
Veterans of Foreign Wars Memorial Highway
Vietnam War Veterans Memorial Highway
Walnut Valley Greenway
Wm H. Avery Highway
World War I Veterans Memorial Highway
World War II Veterans Memorial Highway
