OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,XSP,LSTN_LEG_NAME,LSTN_START_DESCR,LSTN_END_DESCR,LSTN_YEAR,LSTN_ACT,LSTN_SECTION,TOWN_NUMBER,TOWN_NAME,YEAR,GlobalID,Shape__Length
4568,702-E,0,0.81,CONT,MAJOR GERVAIS RAOUL LUFBERY MEMORIAL HIGHWAY,US 5(SOUTH COLONY ST),EB-JCT I-91 SB(ALL AIRBORNE MM HWY),2015,P.A. 5,193,148,WALLINGFORD,2024,d185cb80-a480-4483-a028-86004ee8c549,4383.24185520498
4569,719-N,0,2.02,CONT,ETHAN ALLEN HIGHWAY,RTE 123(NEW CANAAN AVE),US 7(GRIST MILL RD),1933,S.A. 141,,102,NORWALK,2024,0215b012-0d7f-4f5b-9df4-84bf21c6e3ef,10695.8468656177
4570,71A-N,0,2.46,CONT,CHAMBERLAIN MEMORIAL HIGHWAY,RTE 71(HIGH RD),BERLIN - NEW BRITAIN TL,1937,S.A. 290,,007,BERLIN,2024,b094879a-879d-4d0a-b864-05efd5ef3846,13010.7209145352
4571,72-N,3.75,6.34,CONT,POLISH LEGION OF AMERICAN VETERANS MEMORIAL HIGHWAY,UP RTE 372(CORBIN AVE),RTE 372(FORESTVILLE AVE),1998,P.A. 181,30,109,PLAINVILLE,2024,91a1f9cc-4a64-4fd1-92ec-5e8329adc2bc,13673.8780566494
4572,95-S,42.35,45.79,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,156,WEST HAVEN,2024,0a16d866-9379-42a1-9cd1-5f3530b45c71,18035.9133111936
4573,95-S,83.58,88.48,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,044,EAST LYME,2024,ca5c1978-d6dd-4e84-9a43-8ab071e3d509,25970.5824081338
4574,11-S,14.47,17.8,CONT,CT DEPARTMENT OF TRANSPORTATION EMPLOYEES MEMORIAL HIGHWAY,NB ACC FR RTE 82(009),NB-JCT WB RTE 2(VFW MEM HWY),2002,P.A. 123,15,028,COLCHESTER,2024,1275e652-fcaa-4843-91fa-be53d223b436,17297.1519923404
4575,12-N,2.66,8.25,CONT,UNITED STATES SUBMARINE VETERANS MEMORIAL HIGHWAY,SR 900(BONNIE CIR)(ONE-WAY SB),S JCT RTE 2A(EB),2002,P.A. 123,16,071,LEDYARD,2024,4875b20e-829a-4d9a-8cf7-244d05fb27a0,29260.4773086426
4576,137-N,0,0.32,CONT,U S NAVY SEAL BRIAN R. BILL MEMORIAL HIGHWAY,US 1(NB)(TRESSER BLVD),BROAD ST,2013,P.A. 277,39,135,STAMFORD,2024,8e9ab9ca-340e-470e-b770-1c5da510b860,1767.63521526541
4577,137-S,0,0.32,CONT,U S NAVY SEAL BRIAN R. BILL MEMORIAL HIGHWAY,US 1(NB)(TRESSER BLVD),BROAD ST,2013,P.A. 277,39,135,STAMFORD,2024,2feb817f-e4c7-42f7-bf23-7753a8652a45,1753.82170974303
4578,138-E,4.04,4.06,CONT,GENERAL ISRAEL PUTNAM MEMORIAL HIGHWAY,RTE 97(NORWICH AVE),BGN OVLP US 44,1931,S.A. 66,,072,LISBON,2024,907ea4ec-42c5-4726-ac92-f41ac2106d6f,159.601822682974
4579,15-N,15.44,20.02,CONT,MERRITT PARKWAY,NEW YORK SL,BGN OP HOUSATONIC RV & RR,1933,S.A. 379,,102,NORWALK,2024,b9dd0e2d-6c69-4a5b-a6fe-0e9256dffe8f,24211.2226634338
4580,15-N,45.07,45.5,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,092,NEW HAVEN,2024,25e32198-33f9-445a-a4ff-4b92819bb9f5,2265.58186696318
4581,202-N,58.71,58.98,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,128,SIMSBURY,2024,ab6b6d8e-f339-48dc-a72b-8d7bd76c0ac8,1456.25287358082
4582,202-N,69.13,75.05,CONT,VETERANS MEMORIAL HIGHWAY,SIMSBURY - GRANBY TL,MASSACHUSETTS SL,2006,P.A. 133,11,055,GRANBY,2024,55363c03-95f9-4c3d-bf41-30d69a520c32,31249.6481960928
4583,202-S,19.64,19.73,CONT,LAFAYETTE HIGHWAY,US 7(KENT RD),S JCT SR 800(SOUTH MAIN ST),1931,S.A. 46,,095,NEW MILFORD,2024,8150031f-8a26-4f0d-87fc-a8978e352591,454.041449296472
4584,22-E,10.88,12.38,CONT,NORTH BRANFORD FIRE DEPARTMENT MEMORIAL HIGHWAY,EAST HAVEN - NO BRANFORD TL,NO BRANFORD - GUILFORD TL,2017,P.A. 230,22,098,NORTH BRANFORD,2024,dedff3b4-e66b-4575-bfe6-2ae76fe6f0b0,7918.45260229662
4585,25-N,3.75,4.01,CONT,COL HENRY MUCCI HIGHWAY,END OVLP RTE 8,BGN OVLP US 6,1974,S.A. 47,,015,BRIDGEPORT,2024,de61cbd4-9ebb-4147-98b0-75b576ccf7fe,1341.95131730405
4586,25-S,3.75,4.01,CONT,COL HENRY MUCCI HIGHWAY,END OVLP RTE 8,BGN OVLP US 6,1974,S.A. 47,,015,BRIDGEPORT,2024,bf9be629-d353-423f-8178-58ed0aeb197c,1586.68065059062
4587,15-N,47.43,52.11,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,061,HAMDEN,2024,123376f8-ab60-4b23-9a85-40c35704735a,24686.0413556077
4588,15-S,80.08,81.9,CONT,WILBUR CROSS HIGHWAY,BERLIN - NEWINGTON TL,NB-JCT EB I-84(WILBUR CROSS HWY),1937,S.A. 394,,063,HARTFORD,2024,92c73295-6032-45fd-916d-030be13ee9e9,9687.78235182022
4589,159-S,0.04,0.34,CONT,KASMIR PULASKI MEMORIAL HIGHWAY,HARTFORD - WINDSOR TL,WINDSOR - WINDSOR LOCKS TL,2000,P.A.  148,38,164,WINDSOR,2024,57c294ca-e230-4011-8765-dc98a32e81d8,1543.97708785122
4590,159-S,0.39,1.14,CONT,KASMIR PULASKI MEMORIAL HIGHWAY,HARTFORD - WINDSOR TL,WINDSOR - WINDSOR LOCKS TL,2000,P.A.  148,38,164,WINDSOR,2024,ece4593f-6035-4a09-aecb-0d33b9903d47,3987.94217740709
4591,16-E,0,5.5,CONT,HENRY CHAMPION HIGHWAY,RTE 66(WEST HIGH ST),W JCT RTE 85(MAIN ST),1941,S.A. 101,,041,EAST HAMPTON,2024,5703478d-9b02-421f-ad68-b439e90d3a44,28999.696312448
4592,16-E,12.02,15.21,CONT,PFC WILLIAM 'JIMMY' JOHNSTON CONGRESSIONAL MEDAL OF HONOR RECIPIENT MEMORIAL HIGHWAY,W JCT RTE 85(MAIN ST),COLCHESTER - LEBANON TL,2007,P.A. 232,16,028,COLCHESTER,2024,87b7b61a-5e41-4cb7-9684-beb41626f002,16861.6412769696
4593,160-E,3.4,4.11,CONT,JAMES VICINO MEMORIAL HIGHWAY,RTE 3(CROMWELL AVE),GILBERT AVE,2015,P.A. 5,176,118,ROCKY HILL,2024,725ca4b9-4865-4e4a-bb08-b868ae55356b,3850.51247757244
4594,173-N,0.21,1.15,CONT,FIREFIGHTER JAY COLE JR. MEMORIAL HIGHWAY,RICHARD ST,S JCT RTE 174(NEW BRITAIN AVE),2017,P.A. 230,44,093,NEWINGTON,2024,e07f9a1b-2c21-48e1-a864-353c6053dbfb,4996.66098504283
4595,173-N,2.64,3.67,CONT,OFFICER CIARA MCDERMOTT MEMORIAL HIGHWAY,RTE 175(CEDAR ST),STODDARD AVE(WB),2006,P.A. 133,20,093,NEWINGTON,2024,05cb1eb2-9b9d-4dd8-9552-032a0794c585,5400.59854345904
4596,183-S,9.15,9.25,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,162,WINCHESTER,2024,e8805f13-2b2e-4333-b4f4-0ce73e94a130,478.55854514464
4597,190-E,1.69,2.3,CONT,GEORGE WASHINGTON MEMORIAL HIGHWAY,WINDSOR - WINDSOR LOCKS TL,MASSACHUSETTS SL,1933,S.A. 7,,139,SUFFIELD,2024,ed80d174-95e9-48a4-ae79-d92ee1f29e61,3257.33999452813
4598,194-E,2.34,3.67,CONT,CARY PRAGUE MEMORIAL HIGHWAY,AYERS RD,RTE 30 (ELLINGTON RD),2017,P.A. 230,24,132,SOUTH WINDSOR,2024,645ecc45-496b-4513-9b47-c910849916ae,6952.17425970284
4599,2-E,19.22,28.53,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,028,COLCHESTER,2024,18efe085-6ae5-4e03-8d5c-de45004a8367,49115.633368075
4600,2-W,4.26,12.67,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,053,GLASTONBURY,2024,8d803361-7f38-4eb9-8d82-4bf82e2f01eb,44474.2521742895
4601,2-W,39.59,39.82,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,103,NORWICH,2024,3fdf9d23-ac9e-4c92-8309-ad471b1b3381,998.91046698445
4602,202-N,0,4.12,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,034,DANBURY,2024,8b91dcf4-b061-473f-8b7b-9f06b26c17ce,21832.5782799621
4603,97-N,11.94,14.36,CONT,"CONSERVATION OFFICER JAMES V. SPIGNESI, JR. MEMORIAL HIGHWAY",N JCT RTE 14(PALMER RD),US 6(PROVIDENCE TPKE),2019,P.A. 161,14,123,SCOTLAND,2024,df982157-d2f4-4642-92a7-74bfe83cff3c,12757.7224362478
4604,1-N,12.88,13.37,CONT,TROOPER FIRST CLASS WALTER GREENE MEMORIAL HIGHWAY,DARIEN - NORWALK TL,KEELER AVE,2019,P.A. 161,20,102,NORWALK,2024,6a40d24e-37e8-4947-b5b0-b49d91970588,2560.49617275975
4605,1-N,52.16,59.12,CONT,BRANFORD FIRE DEPARTMENT MEMORIAL HIGHWAY,EAST HAVEN - BRANFORD TL,NORTH BRANFORD - GUILFORD TL,2001,P.A. 105,31,014,BRANFORD,2024,5a30a526-f31f-4a8a-adc4-38ec87572700,36788.6520852491
4606,1-S,47.67,47.84,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,092,NEW HAVEN,2024,d0b16928-8dec-49ab-bc60-ad11d181492c,916.382644032527
4607,1-S,50.3,50.61,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,092,NEW HAVEN,2024,24d866e8-f699-486f-95a8-6b6eab8b59c6,1610.7544015955
4608,1-S,50.61,52.16,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,043,EAST HAVEN,2024,92caca0b-525a-4a84-9745-de706b5a58d2,8220.88558792467
4609,10-N,36.28,39.6,CONT,AVON VOLUNTEER FIRE DEPARTMENT MEMORIAL HIGHWAY,FARMINGTON - AVON TL,BGN OVLP US 44,2019,P.A. 161,35,004,AVON,2024,25830c3d-3d1c-4ea2-a24d-ea272edad4f8,17564.6509101611
4610,101-E,0,2.58,CONT,LEIF ERICKSON HIGHWAY,US 44 WB(MASHAMOQUET RD),PRATT RD,2003,P.A. 115,8,111,POMFRET,2024,b2b5413f-e4c7-4cb1-ab81-247633814505,13598.2076754452
4611,106-N,9.1,12.26,CONT,AIR FORCE FIRST LIEUTENANT CHARLES M. BAFFO MEMORIAL HIGHWAY,NEW CANAAN - WILTON TL,BGN OVLP US 7 & RTE 33,2015,P.A. 5,172,161,WILTON,2024,5e63ba6b-8715-486e-820c-299031df1393,16681.8914382292
4612,32-N,1.89,4.88,CONT,MOHEGAN TRAIL,NB ACC FR SR 636(MHGN AVE)(004),BGN OVLP RTE 82,1917,,,152,WATERFORD,2024,c7dd2505-3200-4834-ae36-a6b965bdcf45,15764.2767983393
4613,33-N,4.14,5.91,CONT,FALLEN HEROES MEMORIAL HIGHWAY,RTE 136(PARK ST),BGN OVLP US 7,2011,P.A. 256,38,161,WILTON,2024,35a37ebd-0963-424c-8e42-465979f4f547,9420.16890787519
4614,341-E,2.66,2.8,CONT,VETERANS' WAY,ELIZABETH ST(DE),US 7(SOUTH MAIN ST),2008,P.A. 101,21,067,KENT,2024,1cd22f17-f489-4633-8779-213dc75c5302,738.068413707309
4615,37-N,15.52,17.07,CONT,VETERANS WAY,SAW MILL RD(EB)(DE),SPRING LAKE RD,2007,P.A. 232,25,127,SHERMAN,2024,17b376c1-32b2-4cd1-8a4a-cc1b668bd4dd,8159.28313129781
4616,384-E,1.04,7.04,CONT,STATE TROOPER RUSSELL A. BAGSHAW HIGHWAY,EB-JCT I-84 EB(WILBUR CROSS HWY),EB-US 6 EB & US 44 EB,1996,S.A. 10,2,076,MANCHESTER,2024,e77ff1e7-2da7-47a3-9b21-93f5feb85aa7,31379.9705610743
4617,384-W,1.04,7.06,CONT,STATE TROOPER RUSSELL A. BAGSHAW HIGHWAY,EB-JCT I-84 EB(WILBUR CROSS HWY),EB-US 6 EB & US 44 EB,1996,S.A. 10,2,076,MANCHESTER,2024,2bc34cfe-a1b5-48d1-b3bd-16168011cbd0,31329.4133751774
4618,384-W,7.06,8.44,CONT,STATE TROOPER RUSSELL A. BAGSHAW HIGHWAY,EB-JCT I-84 EB(WILBUR CROSS HWY),EB-US 6 EB & US 44 EB,1996,S.A. 10,2,012,BOLTON,2024,ad0c3bcb-f790-4b83-9102-ac034fb9f06b,7038.41668856159
4619,395-S,10.44,18.26,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,103,NORWICH,2024,baf506ff-db4b-45cb-9227-b6dc68ebe5b7,41260.3344152679
4620,4-E,41.05,42.77,CONT,LIEUTENANT COLONEL WARREN LANE MEMORIAL HIGHWAY,BRICKYARD RD,RTE 10(WATERVILLE RD),2007,P.A. 232,30,051,FARMINGTON,2024,9a1a457d-635a-4e21-a884-2ec28f0ad050,9108.01713738564
4621,40-S,2.25,3.08,CONT,EDWARD ARMENO MEMORIAL HIGHWAY,NORTH HAVEN - HAMDEN TL,NB-RTE 10(WHITNEY AVE),2003,P.A. 115,1,061,HAMDEN,2024,916f60e2-15ed-49d3-9a9d-1c5ddcfd9fed,4205.5489396169
4622,5-S,38.27,43.22,CONT,PURPLE HEART HIGHWAY,UP I-84(BRIAN A ASELTON MEM HWY),EAST WINDSOR - ENFIELD TL,1999,P.A. 181,28,132,SOUTH WINDSOR,2024,40101c14-de08-4306-9b9a-1762526cbb9f,26127.574623004
4623,504-S,0,0.75,CONT,WILLIAM J. HILLIARD MEMORIAL HIGHWAY,FLATBUSH AVE,NB-JCT I-84 EB(YANKEE EXPWY),2006,P.A. 133,8,063,HARTFORD,2024,af8bd52d-0d92-4917-b433-e349e8ee7367,4163.67973055043
4624,505-N,0,0.37,CONT,JOHN ABBATE MEMORIAL HIGHWAY,RTE 175(CEDAR ST),HOLLY DR(CDS),2002,P.A. 123,25,093,NEWINGTON,2024,5367a37e-35f3-44ba-bef9-7a0170faca93,1999.71212972984
4625,571-E,0,1.52,CONT,POLISH LEGION OF AMERICAN VETERANS MEMORIAL HIGHWAY,RTE 71A(HIGH RD),EB-RTE 9 SB(KOREAN WAR VET MEM HWY),1999,P.A. 181,30,007,BERLIN,2024,0c301c25-7c82-4cbe-8a77-a9aff9c91a3b,8093.59000165177
4626,44-E,8.83,11.19,CONT,JONATHAN TRUMBULL HIGHWAY,NEW YORK SL,NORTH ELM ST,1923,P.A. 228,,099,NORTH CANAAN,2024,64ef0b13-5c30-49f0-8a1a-a70860511e86,12461.496603094
4627,44-E,18.38,21.82,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,097,NORFOLK,2024,55b5e35f-fc09-448a-a93b-36d98113f366,18236.8374276306
4628,44-E,42.35,46.44,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,004,AVON,2024,d77f0999-9ad6-4f28-8bd0-12751e4ad900,21607.2595499537
4629,44-E,55.05,55.41,CONT,PURPLE HEART HIGHWAY,UP I-84(BRIAN A ASELTON MEM HWY),EAST WINDSOR - ENFIELD TL,1999,P.A. 181,28,042,EAST HARTFORD,2024,866c8aea-309e-4142-bdac-62f36fa94d50,1895.97374802503
4630,44-E,94.09,96.24,CONT,GENERAL ISRAEL PUTNAM MEMORIAL HIGHWAY,W JCT RTE 169(POMFRET ST),RTE 97(DEERFIELD RD),1931,S.A. 66,,111,POMFRET,2024,81957dd3-bd96-42bd-a3cd-745cbfab1463,11356.4214692134
4631,44-W,27.84,27.94,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,162,WINCHESTER,2024,2abf4687-165a-4de9-a144-6db4e7f403ea,478.55854514464
4632,25-S,4.01,10.06,CONT,COL HENRY MUCCI HIGHWAY,END OVLP RTE 8,BGN OVLP US 6,1974,S.A. 47,,144,TRUMBULL,2024,4adab02a-d57f-4064-8ed6-9a67f2cc7840,31788.0215612142
4633,272-N,13.41,13.75,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,097,NORFOLK,2024,efe76388-9085-44ff-b6e9-d1f015604ab5,1825.65060394815
4634,291-E,0,1.24,CONT,VIETNAM VETERANS MEMORIAL HIGHWAY,BGN OP I-91(RICHARD P HORAN MM HWY),EB-JCT I-84 EB,1995,P.A. 325,10,164,WINDSOR,2024,09d3068b-06ae-4ee0-bed3-97be11e4704c,6595.01226975747
4635,3-N,6.59,8.22,CONT,DISABLED AMERICAN VETERANS MEMORIAL HIGHWAY,SSR 411(WEST ST),ROCKY HILL - WETHERSFIELD TL,1997,P.A. 304,29,118,ROCKY HILL,2024,fb183fa0-ddd8-47d1-8b6c-9b8bbbaefe12,8652.70032368981
4636,3-N,10.37,10.99,CONT,"EDWIN H. MAY, JR. MEMORIAL HIGHWAY",ROUTE 99,ELM STREET,2023,P.A. 135,41,159,WETHERSFIELD,2024,3dfd2f3f-9190-4219-a0e8-607d35e7316a,3249.41805882908
4637,305-W,2.32,2.46,CONT,WINDSOR VOLUNTEER FIREFIGHTER MEMORIAL OVERPASS,EB-ACC TO SB I-91(162A),EXIT FR NB I-91(159),2019,P.A. 161,17,164,WINDSOR,2024,31514d13-83d2-482e-a3ab-47903effff88,698.41695901012
4638,31-E,6.9,13.66,CONT,WILLIAM LINCOLN HIGGINS HIGHWAY,E JCT US 44(BOSTON TPKE),RTE 32(STAFFORD RD),1947,S.A. 289,,032,COVENTRY,2024,29c65ec8-fb31-4da3-ad70-c812b6cf6305,35577.731307278
4639,31-E,13.66,14.34,CONT,WILLIAM LINCOLN HIGGINS HIGHWAY,E JCT US 44(BOSTON TPKE),RTE 32(STAFFORD RD),1947,S.A. 289,,077,MANSFIELD,2024,b86f38ee-740e-4083-b187-2cb61981f6c5,3581.40088214857
4640,598-W,0,0.72,CONT,WHITEHEAD HIGHWAY,EB-PULASKI CIR,EB-I-91 SB,,,,063,HARTFORD,2024,ae688780-952e-4156-a6d2-d5f8765b31fa,4281.38614496304
4641,6-E,4.12,8.26,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,034,DANBURY,2024,5e576422-0088-4b6d-bc7c-ad9df2a0f541,21816.9635163347
4642,7-N,13.16,13.83,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,116,REDDING,2024,4a5c8731-be52-4881-9fb8-1809f8ed44f0,3530.88355768867
4643,7-N,13.83,17.76,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,117,RIDGEFIELD,2024,688dd1ae-71da-4ad7-ba8a-7fb6b1caa9db,20703.4481163509
4644,7-N,21.6,25.25,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,034,DANBURY,2024,3694f1fb-b1cc-4ea3-aba6-9101dbdea80b,19299.382829058
4645,7-N,74.57,78.33,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,099,NORTH CANAAN,2024,990b2e7f-c9c1-4d3a-9b40-06abba132811,19859.56156258
4646,7-S,37.28,37.38,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,095,NEW MILFORD,2024,64668df3-47f7-4b2e-b952-47d63a505c1f,508.176214484039
4647,8-S,37.65,41.94,CONT,JAMES H DARCEY MEMORIAL HIGHWAY,NAUGATUCK - WATERBURY TL,BGN OVLP US 44,1967,S.A. 200,,140,THOMASTON,2024,cfdd5e16-5621-4152-ac72-c281e7142761,21778.8311135226
4648,84-E,51.86,55.99,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,051,FARMINGTON,2024,37cb56b6-b49f-45ee-b45b-e4c94d019bbf,21740.056354219
4649,84-E,59.3,62.58,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,063,HARTFORD,2024,8b0548de-7275-4e92-8a00-a781f021d60f,17342.0875703635
4650,72-S,0,1.89,CONT,THADDEUS KOSCIUSZKO HIGHWAY,NB-JCT NB RTE 9(T SHEVCHENKO EXPWY),UP RTE 372(CORBIN AVE),1976,S.A. 42,,088,NEW BRITAIN,2024,d2755aa5-0f95-44a6-9f04-bbf935afafe6,9875.90484037087
4651,78-E,0,0.43,CONT,VETERANS WAY,EB-RTE 2(LIBERTY ST),RHODE ISLAND SL,2005,P.A. 210,14,137,STONINGTON,2024,cbe1d92c-b90e-4567-b2c9-681bac2d9b03,2246.35117761809
4652,8-N,0,3.7,CONT,COL. HENRY MUCCI HIGHWAY,NB I-95(GOV JOHN D LODGE TPKE),SB-JCT SB RTE 25(COL H MUCCI HWY),1974,S.A. 47,,015,BRIDGEPORT,2024,fdfa5e12-b7d7-4a74-975d-0b6b28bf16be,19672.1257733007
4653,8-N,14.33,15.82,CONT,GENERAL SAMUEL JASKILKA HIGHWAY,STRATFORD - SHELTON TL,BEACON FALLS - NAUGATUCK TL,1979,S.A. 103,,002,ANSONIA,2024,5f0ce2b5-fc72-4797-be0a-9602a8a6454c,7813.71330783856
4654,8-N,58.51,58.84,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,162,WINCHESTER,2024,c20f5286-294f-4971-a7e2-49ae09e26622,1760.25652923684
4655,8-S,15.82,19.71,CONT,GENERAL SAMUEL JASKILKA HIGHWAY,STRATFORD - SHELTON TL,BEACON FALLS - NAUGATUCK TL,1979,S.A. 103,,124,SEYMOUR,2024,59ec69e1-3e93-43c5-8874-4067d118902a,20583.4505517851
4656,8-S,23.28,23.4,CONT,GENERAL SAMUEL JASKILKA HIGHWAY,STRATFORD - SHELTON TL,BEACON FALLS - NAUGATUCK TL,1979,S.A. 103,,087,NAUGATUCK,2024,a3218f83-d06a-4956-98bb-535c71697b75,634.452769934775
4657,6-E,21.96,24.59,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,130,SOUTHBURY,2024,16e57396-b1a6-4955-8ccf-ae84acbb59af,13949.2479988105
4658,6-E,32.36,38.27,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,153,WATERTOWN,2024,6cfc14a5-2ea6-4b32-abee-0820776e0733,31256.9906411592
4659,6-E,64.64,66.78,CONT,BRIAN A. ASELTON MEMORIAL HIGHWAY,BGN OP CONN RV,EB-JCT NB RTE 15(WILBUR CROSS PKWY),1999,P.A. 181,26,042,EAST HARTFORD,2024,1f5e576c-c8bc-4c76-adfb-88229e19ead0,10822.2880789331
4660,6-E,98.96,103.69,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,062,HAMPTON,2024,48ce670a-29bc-48c9-8e74-9c28f57b2b66,25003.9295954258
4661,6-W,76.26,77.28,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,012,BOLTON,2024,0e7223cb-c204-4688-9de4-dfa5fe5e8ef1,5371.67691861913
4662,63-N,34.95,34.99,CONT,LAFAYETTE HIGHWAY,US 7(KENT RD),S JCT SR 800(SOUTH MAIN ST),1931,S.A. 46,,073,LITCHFIELD,2024,c48c3bee-5920-42b4-833f-39bb815bd6e2,220.136261975642
4663,67-W,0.41,0.5,CONT,LAFAYETTE HIGHWAY,US 7(KENT RD),S JCT SR 800(SOUTH MAIN ST),1931,S.A. 46,,095,NEW MILFORD,2024,2054f139-827a-470f-be4b-62610dfcf243,454.041449296472
4664,68-E,9.36,9.51,CONT,MEDAL OF HONOR MEMORIAL HIGHWAY,0.07 SO OF DR TO CHESHIRE HIGH SCHOOL,DR TO CHESHIRE POLICE DEPT,2017,P.A. 230,43,025,CHESHIRE,2024,f780af69-b9cf-409c-8edd-2c969ce69f0d,793.06392207413
4665,695-E,0,0.11,CONT,GOVERNOR JOHN LODGE TURNPIKE,EB-JCT NB I-395(GOV J D LODGE TPKE),EB-JCT US 6 EB(PROVIDENCE PIKE),1986,P.A. 201,,108,PLAINFIELD,2024,e1d07901-03a9-423c-b9a2-a975ec36a42e,608.304970103819
4666,95-N,27.33,31.11,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,015,BRIDGEPORT,2024,13848052-c88d-453e-81dc-6e782223f4ae,19911.373929318
4667,95-N,34.54,41.33,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,083,MILFORD,2024,e5af5d2b-c5ac-49df-b9bf-f7b7bfdb1888,35797.2676945538
4668,95-N,57.28,62.34,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,059,GUILFORD,2024,f94d9956-1733-4680-bca8-32460da8a666,26657.3571054489
4669,95-N,74.19,78.68,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,105,OLD SAYBROOK,2024,41ff339b-dd6e-494b-bdee-6b27c1f74dc7,23760.7058326236
4670,95-N,88.48,88.61,CONT,JEWISH WAR VETERANS MEMORIAL HIGHWAY,SB-JCT SB I-395(GOV J D LODGE TPKE),RHODE ISLAND SL,1996,S.A. 10,1,044,EAST LYME,2024,fe5e05f6-57bc-4a6d-9a60-29bcc25c0dcc,836.380669203621
