OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,XSP,LSTN_LEG_NAME,LSTN_START_DESCR,LSTN_END_DESCR,LSTN_YEAR,LSTN_ACT,LSTN_SECTION,TOWN_NUMBER,TOWN_NAME,YEAR,GlobalID,Shape__Length
4773,8-N,48.81,55.98,CONT,JAMES H DARCEY MEMORIAL HIGHWAY,NAUGATUCK - WATERBURY TL,BGN OVLP US 44,1967,S.A. 200,,143,TORRINGTON,2024,95c828e0-f671-479f-9449-efa29d18931c,37718.1726125955
4774,8-S,27.44,33.02,CONT,JAMES H DARCEY MEMORIAL HIGHWAY,NAUGATUCK - WATERBURY TL,BGN OVLP US 44,1967,S.A. 200,,151,WATERBURY,2024,2f022220-4899-456b-926e-8adbd5aec13d,29887.9539603062
4775,84-E,8.62,10.05,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,009,BETHEL,2024,8644b8fd-68e8-4c36-81c9-931f01e0d533,7548.22099428903
4776,84-E,10.4,18.48,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,096,NEWTOWN,2024,a40668ca-d48e-4d4f-9eb5-85668e498775,42704.6666203079
4777,9-S,7.72,11.54,CONT,CHESTER BOWLES HIGHWAY,JCT NB I-95(GOV J D LODGE TPKE),SB-EXIT FR SB I-91(TR 823),1978,S.A. 77,,026,CHESTER,2024,66f97cf6-02e4-4df6-81ac-9cf8a42c4f40,20243.6640042831
4778,9-S,35.84,37.4,CONT,TARAS SHEVCHENKO EXPRESSWAY,NB-JCT NB RTE 72,NB-BGN OP RTE 175(CEDAR ST),1985,S.A. 55,,088,NEW BRITAIN,2024,a45a0c37-87fb-482e-af0f-5025d35ec254,9051.98121129609
4779,91-N,10.78,17.32,CONT,ALL AIRBORNE MEMORIAL HIGHWAY,NORTH HAVEN - WALLINGFORD TL,WALLINGFORD - MERIDEN TL,2000,P.A. 148,37,148,WALLINGFORD,2024,1e072b08-e6cb-4421-a770-a167b17ce66f,34530.2057982145
4780,91-N,35.54,37.15,CONT,GOVERNOR'S FOOTGUARD MEMORIAL HIGHWAY,WETHERSFIELD - HARTFORD TL,NB-UP US 5 & RTE 15 NB,1999,P.A. 181,32,063,HARTFORD,2024,d560f8dc-a6ec-457b-ac9b-14a307ac52ee,8484.9878494546
4781,95-N,6.29,9.63,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,135,STAMFORD,2024,2a84b7a3-7249-41fb-8fc5-e8897cb467ba,17679.3039766694
4782,95-N,9.63,13.32,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,035,DARIEN,2024,1da0f4a5-c4d3-4356-9242-d90d5dfec870,19453.1313553992
4783,95-N,92.37,94.29,CONT,JEWISH WAR VETERANS MEMORIAL HIGHWAY,SB-JCT SB I-395(GOV J D LODGE TPKE),RHODE ISLAND SL,1996,S.A. 10,1,094,NEW LONDON,2024,9732d76a-ec28-4087-9aad-b0e1a8019d36,10045.635699525
4784,95-S,0,6.29,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,056,GREENWICH,2024,9dcd4b80-6401-4e84-b253-0d3dde04b54d,33246.6288388995
4785,95-S,70.46,74.19,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,154,WESTBROOK,2024,eb9aeb32-1c91-4582-8180-fd883df42f51,19599.7730143413
4786,95-N,17.7,22.38,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,158,WESTPORT,2024,da6ac15f-2723-4231-a173-e5ede455db9b,24714.0467944264
4787,95-N,49.65,51,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,043,EAST HAVEN,2024,b4f7b0d6-d0e0-4724-b0fc-cdf5a16ce1ba,7192.77157542894
4788,95-N,70.46,74.19,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,154,WESTBROOK,2024,a46ae6c1-57b4-4eb0-81f7-773b869e4f9e,19579.4373573979
4789,95-N,88.61,92.37,CONT,JEWISH WAR VETERANS MEMORIAL HIGHWAY,SB-JCT SB I-395(GOV J D LODGE TPKE),RHODE ISLAND SL,1996,S.A. 10,1,152,WATERFORD,2024,89bbf5f7-314a-48b1-898e-0b63930b81c7,19943.2554578539
4790,84-E,37.27,40.37,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,025,CHESHIRE,2024,1d6b1ae3-69f5-4e16-9a7d-9f9e08d15c56,16443.8298977261
4791,84-E,47.97,50.32,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,109,PLAINVILLE,2024,c5ca639b-4cfd-4a4a-99b5-7dbf1dfa3bac,12356.651876039
4792,84-E,50.32,51.86,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,088,NEW BRITAIN,2024,5114a117-3cdb-489e-99c6-265480dbef27,8188.34709115762
4793,84-E,72.61,77.42,CONT,WILBUR CROSS HIGHWAY,EB-JCT NB RTE 15(WILBUR CROSS PKWY),MASSACHUSETTS SL,1930,,,146,VERNON,2024,fc0b9efe-b721-4e44-95bd-32d865ded24d,25396.2476999832
4794,84-W,8.62,10.05,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,009,BETHEL,2024,4e0fb7ff-7596-480c-8228-c74b7b7b2a69,7539.15560014981
4795,85-N,19.11,19.4,CONT,COLCHESTER HAYWARD VOLUNTEER FIRE COMPANY MEMORIAL HIGHWAY,N JCT RTE 16(LEBANON AVE),SR 615(BROADWAY),2019,P.A. 161,19,028,COLCHESTER,2024,e1f1cdc6-c975-461c-bbeb-27bf09f5711a,1459.7731669022
4796,87-N,4.05,10.6,CONT,JONATHAN TRUMBULL HIGHWAY,RTE 32(WINDHAM TPKE),US 6(WILLIMANTIC RD),1923,P.A. 228,,070,LEBANON,2024,31bbbdb1-c834-4c24-b600-f4a49f9ea334,34575.8255077309
4797,9-N,35.84,37.4,CONT,TARAS SHEVCHENKO EXPRESSWAY,NB-JCT NB RTE 72,NB-BGN OP RTE 175(CEDAR ST),1985,S.A. 55,,088,NEW BRITAIN,2024,94bef2b8-ca35-4f4a-8467-a532f003f16e,8310.82920901111
4798,15-N,73.34,76.84,CONT,WILBUR CROSS HIGHWAY,BERLIN - NEWINGTON TL,NB-JCT EB I-84(WILBUR CROSS HWY),1937,S.A. 394,,093,NEWINGTON,2024,0616fd83-9662-4b37-8480-8089f7ab3fb3,18330.8792365
4799,15-S,20.02,23.53,CONT,MERRITT PARKWAY,NEW YORK SL,BGN OP HOUSATONIC RV & RR,1933,S.A. 379,,158,WESTPORT,2024,7e538a74-dedf-47dc-a5cd-0a245afd543c,18501.7696569688
4800,15-S,37.27,37.53,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,138,STRATFORD,2024,13c3091d-c6bd-4198-bee8-b3949b59d76a,1396.60284674063
4801,15-S,37.53,39.55,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,083,MILFORD,2024,be22a1fb-4c0a-4b4c-bcf2-0fb5048f8c75,10676.1107588579
4802,154-N,6.68,7.1,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,105,OLD SAYBROOK,2024,df4d1865-9458-4259-b03b-a91df6da0a5f,2241.68693517158
4803,159-N,7.65,10.49,CONT,GEORGE WASHINGTON MEMORIAL HIGHWAY,WINDSOR - WINDSOR LOCKS TL,MASSACHUSETTS SL,1933,S.A. 7,,165,WINDSOR LOCKS,2024,71edd531-39a4-4884-ae2e-7fde2fe6e054,15039.3610663018
4804,159-S,8.24,8.64,CONT,GEORGE WASHINGTON MEMORIAL HIGHWAY,WINDSOR - WINDSOR LOCKS TL,MASSACHUSETTS SL,1933,S.A. 7,,165,WINDSOR LOCKS,2024,5e576077-3071-4640-a3fb-0177f3a3465a,2037.27471864164
4805,169-N,9.54,17.83,CONT,GENERAL ISRAEL PUTNAM MEMORIAL HIGHWAY,RTE 97(NORWICH AVE),BGN OVLP US 44,1931,S.A. 66,,022,CANTERBURY,2024,68d1e0d9-f2b7-47fe-8649-1535d33b5124,43707.7588308234
4806,169-N,17.83,23.35,CONT,GENERAL ISRAEL PUTNAM MEMORIAL HIGHWAY,RTE 97(NORWICH AVE),BGN OVLP US 44,1931,S.A. 66,,019,BROOKLYN,2024,4e4d4c13-fac6-4b2f-99ff-575afcd690fd,29047.6005664957
4807,220-E,0,0.49,CONT,JOHN MACIOLEK POST 154 MEMORIAL HIGHWAY,US 5(ENFIELD ST),ACC TO NB I-91(123),2006,P.A. 133,21,048,ENFIELD,2024,f68fa884-ae5f-4e6f-9d3c-93d13dbfaa91,2615.91904245338
4808,25-N,4.01,10.75,CONT,COL HENRY MUCCI HIGHWAY,END OVLP RTE 8,BGN OVLP US 6,1974,S.A. 47,,144,TRUMBULL,2024,a57709ad-edcc-40be-927f-3b7191c8eeb5,35542.7557997892
4809,287-E,0.76,0.83,CONT,WILBUR CROSS HIGHWAY,BERLIN - NEWINGTON TL,NB-JCT EB I-84(WILBUR CROSS HWY),1937,S.A. 394,,093,NEWINGTON,2024,1da5953d-fd5f-4bac-8c49-bf04ba4dac93,338.680171376858
4810,291-W,0,1.24,CONT,VIETNAM VETERANS MEMORIAL HIGHWAY,BGN OP I-91(RICHARD P HORAN MM HWY),EB-JCT I-84 EB,1995,P.A. 325,10,164,WINDSOR,2024,1f3a1869-aea1-436d-8334-dcd91f9e21f2,6613.58937557459
4811,291-W,4.59,6.02,CONT,VIETNAM VETERANS MEMORIAL HIGHWAY,BGN OP I-91(RICHARD P HORAN MM HWY),EB-JCT I-84 EB,1995,P.A. 325,10,076,MANCHESTER,2024,930903ca-7f92-400a-b3dc-f0647eeae695,7530.56517764624
4812,32-N,4.88,9.8,CONT,MOHEGAN TRAIL,NB ACC FR SR 636(MHGN AVE)(004),BGN OVLP RTE 82,1917,,,085,MONTVILLE,2024,0ebca9ea-0947-49cc-8f3c-21042dd46ad3,25940.7109488144
4813,17-N,5.21,10.78,CONT,GEORGE WASHINGTON MEMORIAL HIGHWAY,MIDDLETOWN AVE(LOCAL),SOUTH MAIN ST,1933,S.A. 7,,098,NORTH BRANFORD,2024,2f570039-ec5d-4636-b056-29c1ae97e203,29536.6541340519
4814,17-N,10.78,17.29,CONT,GEORGE WASHINGTON MEMORIAL HIGHWAY,MIDDLETOWN AVE(LOCAL),SOUTH MAIN ST,1933,S.A. 7,,037,DURHAM,2024,e4add735-d35c-4638-99b9-0c93099ea5f6,34469.7931742839
4815,17-S,21.52,22.14,CONT,CATHOLIC WAR VETERANS MEMORIAL HIGHWAY,SOUTH MAIN ST,BGN OVLP RTE 9,2000,P.A. 184,2,082,MIDDLETOWN,2024,11b3ebe6-cf5c-43b1-8dec-c37f55b73f9e,2608.77718787542
4816,184-W,12.25,12.27,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,101,NORTH STONINGTON,2024,4aa4bf3a-376a-4a3a-97d4-2853ccdeb4e5,104.751540399581
4817,195-N,12.09,15.11,CONT,UCONN HUSKY WAY,RTE 275(SO EAGLEVILLE RD),ACC TO EB I-84(268),2005,P.A. 210,13,142,TOLLAND,2024,e7c38afd-c334-498e-959f-bd35607f9845,15848.0771839511
4818,2-W,28.53,31.12,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,070,LEBANON,2024,646539af-2511-4e46-b8ea-e27c748d2caf,13961.0403325177
4819,20-E,23.02,27.72,CONT,CONNECTICUT AIR NATIONAL GUARD MEMORIAL HIGHWAY,GRANBY - EAST GRANBY TL,EB-JCT SB SSR 401(BIA CON),2001,P.A. 105,24,039,EAST GRANBY,2024,bab72190-0fcc-4900-8152-00c9f78bcc42,24784.1118612177
4820,201-N,4.13,4.91,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,101,NORTH STONINGTON,2024,8b9c828e-82ae-4292-b91c-a63828868b85,4141.2258624815
4821,202-N,19.23,25.74,CONT,LAFAYETTE HIGHWAY,US 7(KENT RD),S JCT SR 800(SOUTH MAIN ST),1931,S.A. 46,,095,NEW MILFORD,2024,0d7d01f3-2f3d-406f-83c2-f41235f6a107,34485.8896852126
4822,202-N,25.74,31.96,CONT,LAFAYETTE HIGHWAY,US 7(KENT RD),S JCT SR 800(SOUTH MAIN ST),1931,S.A. 46,,150,WASHINGTON,2024,21abef6f-0d8d-4fda-bc03-f287502807a5,32842.3159194623
4823,202-N,32.8,41.7,CONT,LAFAYETTE HIGHWAY,US 7(KENT RD),S JCT SR 800(SOUTH MAIN ST),1931,S.A. 46,,073,LITCHFIELD,2024,832b5ce1-999d-41f8-8940-8fc5d6695d61,47013.6214308342
4824,21-N,3.75,4.12,CONT,CALVIN WILLIAM HEATH SILVER STAR RECIPIENT MEMORIAL HIGHWAY,US 44(PROVIDENCE PIKE),PUTNAM - THOMPSON TL,2021,P.A. 175,44,115,PUTNAM,2024,93d2f208-49d4-4bd6-b0b2-2854f09ce7f6,1971.41133278662
4825,95-S,100.93,107.77,CONT,JEWISH WAR VETERANS MEMORIAL HIGHWAY,SB-JCT SB I-395(GOV J D LODGE TPKE),RHODE ISLAND SL,1996,S.A. 10,1,137,STONINGTON,2024,b70a57d8-1495-4be7-b397-73d08f4c5fcd,35750.6562474708
4826,1-N,46.53,50.61,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,092,NEW HAVEN,2024,2d0d8e64-d15c-4d3d-aba8-70897f32da92,21535.9000844336
4827,1-N,109.1,117.37,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,137,STONINGTON,2024,1a58df27-ef12-4281-885c-5295688f1f66,43715.1762713104
4828,10-S,26.81,27.01,CONT,LOUIS G. TOLLES MEMORIAL HIGHWAY,WHITLOCK AVE(CDS),SOUTHNGTON - PLAINVLLE TL,1959,HJR 30,631,131,SOUTHINGTON,2024,b2ea921a-2c19-4ea8-aa86-00a4dc325733,1074.91271968749
4829,101-W,3.43,3.64,CONT,LEIF ERICKSON HIGHWAY,US 44 WB(MASHAMOQUET RD),PRATT RD,2003,P.A. 115,8,068,KILLINGLY,2024,d0ba50c2-53be-458a-a1be-fb51b79bdad7,1062.04693335724
4830,113-N,1.09,2.33,CONT,STATE REPRESENTATIVE TERRANCE E. BACKER MEMORIAL HIGHWAY,S JCT ACCESS RD,OAK BLUFF AVE(DE)(LOCAL),2021,P.A. 175,24,138,STRATFORD,2024,797b7da6-d972-4c29-b07a-f5e3b71d770d,6569.05139562877
4831,116-N,0.1,0.37,CONT,RIDGEFIELD VETERANS MEMORIAL HIGHWAY,NORTH ST,MAPLESHADE RD,2009,P.A. 186,56,117,RIDGEFIELD,2024,9eb154e7-5c62-4b99-b8b9-7112721829c4,1443.30819713603
4832,12-N,8.25,9.08,CONT,UNITED STATES SUBMARINE VETERANS MEMORIAL HIGHWAY,SR 900(BONNIE CIR)(ONE-WAY SB),S JCT RTE 2A(EB),2002,P.A. 123,16,113,PRESTON,2024,babd4cf1-6f51-45fb-ace8-bb38aca6563c,4425.22764690122
4833,137-N,1.83,9.33,CONT,YANKEE DIVISION HIGHWAY,HIGH RIDGE RD #1,NEW YORK SL,1961,S.A. 179,,135,STAMFORD,2024,401325c0-2f10-455a-94fd-54055b223d8e,39535.4697935666
4834,14A-E,2.88,3.29,CONT,MOHEGAN TRAIL,N JCT RTE 2(EAST MAIN ST),MASSACHUSETTS SL,1917,,,108,PLAINFIELD,2024,86c6717b-72c0-451c-9738-ca68b2542c9c,2120.68425760707
4835,15-N,20.02,23.53,CONT,MERRITT PARKWAY,NEW YORK SL,BGN OP HOUSATONIC RV & RR,1933,S.A. 379,,158,WESTPORT,2024,200d1a60-7cd4-469a-90c6-12247e643818,18495.3767611537
4836,32-N,9.8,12.15,CONT,MOHEGAN TRAIL,NB ACC FR SR 636(MHGN AVE)(004),BGN OVLP RTE 82,1917,,,103,NORWICH,2024,a8d1cd15-0ca2-4ec7-8d0d-dadbcacc78ef,12361.8368541786
4837,33-S,5.72,5.89,CONT,FALLEN HEROES MEMORIAL HIGHWAY,RTE 136(PARK ST),BGN OVLP US 7,2011,P.A. 256,38,161,WILTON,2024,605e269b-62c9-4305-991f-88521d245f34,996.310344572789
4838,34-W,17.85,20.12,CONT,STAFF SERGEANT THOMAS E. VITAGLIANO MEMORIAL HIGHWAY,RTE 152(ORANGE CENTER RD),WEST HAVEN - NEW HAVEN TL,2005,P.A. 210,41,106,ORANGE,2024,63ee5bd0-89b2-4479-bfe9-b5950bc501ff,12012.3970795086
4839,349-N,2.3,4.17,CONT,CLARENCE B. SHARP HIGHWAY,SR 649(RAINVILLE AVE),NB I-95(JEWISH WAR VET MEM HWY),1974,S.A. 18,,058,GROTON,2024,dd61a822-28d8-4088-b5cb-32eb883284bb,9947.39990905573
4840,40-N,2.25,3.08,CONT,EDWARD ARMENO MEMORIAL HIGHWAY,NORTH HAVEN - HAMDEN TL,NB-RTE 10(WHITNEY AVE),2003,P.A. 115,1,061,HAMDEN,2024,8d9b5a24-61d1-467b-a46b-1849b074be71,4429.63057859955
4841,411-E,0,1.98,CONT,NICHOLAS LAROSA MEMORIAL HIGHWAY,RTE 3(CROMWELL AVE),RTE 99(MAIN ST),2003,P.A. 115,17,118,ROCKY HILL,2024,7cdc027f-b278-4baa-9f8e-5fc087df1509,10550.1612732408
4842,44-E,0,8.83,CONT,JONATHAN TRUMBULL HIGHWAY,NEW YORK SL,NORTH ELM ST,1923,P.A. 228,,121,SALISBURY,2024,c1d560b5-f8ff-4f9d-80a7-c8a2a7270910,46786.9514848645
4843,44-E,16.13,18.38,CONT,TROOPER CHARLES F HILL MEMORIAL HIGHWAY,NORTH ELM ST,W JCT RTE 272(NORTH ST),2002,P.A. 123,28,097,NORFOLK,2024,598f95d0-5655-4e46-99e0-d6a37f96b52b,11914.4977055712
4844,44-E,23.6,29.4,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,162,WINCHESTER,2024,4d49cd3c-b4c5-4241-8630-f5d141313d9a,30674.1455320358
4845,44-E,50.93,53.8,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,063,HARTFORD,2024,651e203a-98b4-4bae-9438-431bfbf726a0,15300.0588024195
4846,44-E,53.89,54.03,CONT,BRIAN A. ASELTON MEMORIAL HIGHWAY,BGN OP CONN RV,EB-JCT NB RTE 15(WILBUR CROSS PKWY),1999,P.A. 181,26,042,EAST HARTFORD,2024,2b4cae92-e477-4dc8-afdc-1e4e0c83f9c4,596.36086854754
4847,454-N,0,1.89,CONT,POLICE SERGEANT ORVILLE SMITH MEMORIAL HIGHWAY,RTE 110(HOWE AVE),BIRCHBANK RD #1(LOCAL RD AHEAD),2011,P.A. 256,30,126,SHELTON,2024,9c5bca24-5cf4-4361-bec1-532fd92d47d4,9865.74967431492
4848,6-E,92.47,95.41,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,163,WINDHAM,2024,025cf149-5690-4a8d-8f77-2704bcf268d6,15699.8346620028
4849,6-E,103.69,110.87,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,019,BROOKLYN,2024,13165fea-8592-486f-b8af-edfcd1e8c55d,37876.7879394463
4850,6-W,0,0.22,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,034,DANBURY,2024,ffc34745-48f4-4bab-ad40-0f66f0f80d20,1135.17295265862
4851,63-N,4.03,4.69,CONT,PFC ERIC D. SOUFRINE MEMORIAL HIGHWAY,BURNT SWAMP RD,RTE 67(SEYMOUR RD),2019,P.A. 161,15,167,WOODBRIDGE,2024,ea82b6ac-bac5-48ea-adfb-296a4806105a,3511.78905600122
4852,639-S,0,0.77,CONT,DR. MARTIN LUTHER KING JR. MEMORIAL HIGHWAY,JEFFERSON AVE,US 1(BANK ST),2013,P.A. 277,36,094,NEW LONDON,2024,63961e80-f7f7-4f04-9ece-878cb471f38e,4081.15885382511
4853,66-E,12.83,18.4,CONT,GOVERNOR WILLIAM A. O'NEILL MEMORIAL HIGHWAY,PORTLAND - EAST HAMPTON TL,EAST HAMPTON - MARLBOROUGH TL,2009,P.A. 186,20,041,EAST HAMPTON,2024,ed0b2b87-b3c5-40e8-815b-2538832690a4,29390.2865627255
4854,67-E,15.38,16.95,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,130,SOUTHBURY,2024,31e0e0c5-2d66-45bf-83e3-f64241e45a5f,8363.34378929292
4855,476-S,0.24,0.44,CONT,RACHEL DORAN MEMORIAL HIGHWAY,ACC TO NB I-95(063A),SB-ACC TO SB I-95(060),2019,P.A. 161,26,158,WESTPORT,2024,352495d0-da98-48b8-98b1-b7cecce209a3,1045.16603072432
4856,5-N,25.75,29.25,CONT,WILBUR CROSS HIGHWAY,BERLIN - NEWINGTON TL,NB-JCT EB I-84(WILBUR CROSS HWY),1937,S.A. 394,,093,NEWINGTON,2024,09debed3-2811-4a44-85a5-56e8a3da36fd,18330.8792365
4857,529-E,0,0.87,CONT,WEST HARTFORD VETERANS MEMORIAL HIGHWAY,RTE 173(NEWINGTON RD),WEST HARTFORD - HARTFORD TL,2007,P.A. 232,42,155,WEST HARTFORD,2024,a9844cbf-ac0e-4568-9420-d8b138e2b8e4,4472.71422612681
4858,542-E,0,0.3,CONT,WHITNEY T. FERGUSON III ROAD,SR 533(TUNNEL RD),SR 541(BOLTON RD),1983,S.A. 24,,146,VERNON,2024,778634a4-b390-4025-a96f-95c80e676086,1591.09096687192
4859,6-E,8.26,8.76,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,034,DANBURY,2024,44fe9e65-26e1-4d96-bacd-747df9bd6a9c,2619.53536525816
4860,6-E,8.76,10.13,CONT,TROOPER JAMES W. LAMBERT MEMORIAL HIGHWAY,DANBURY - BETHEL TL,OLD HAWLEYVILLE RD,2008,P.A. 101,27,009,BETHEL,2024,97bd04d6-b396-4295-8ec1-6f4bab204ad3,7251.02133448551
4861,6-E,15.52,18.67,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,096,NEWTOWN,2024,a59b7453-8e41-4301-b7fe-30e3190a098d,16715.8597862755
4862,6-E,61.24,64.52,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,063,HARTFORD,2024,84ee51b8-c90d-43cd-b47e-6f0e5d8a6669,17342.0875703635
4863,6-E,84.79,88.09,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,030,COLUMBIA,2024,98aacd3d-c527-4a74-8322-0e0f46eb9ce9,17484.282611684
4864,6-E,92.11,92.47,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,077,MANSFIELD,2024,da57cf02-0e39-41d7-b469-f85e277d6b48,1918.65952974245
4865,372-E,13.74,14.73,CONT,MAYOR ALLAN SPOTTS MEMORIAL HIGHWAY,HICKSVILLE ROAD,OLSON ROAD,2023,P.A. 135,48,033,CROMWELL,2024,a7fbe697-17bd-4478-b869-3a3969e39bc6,5253.24451827499
4866,384-E,0,1.04,CONT,STATE TROOPER RUSSELL A. BAGSHAW HIGHWAY,EB-JCT I-84 EB(WILBUR CROSS HWY),EB-US 6 EB & US 44 EB,1996,S.A. 10,2,042,EAST HARTFORD,2024,412d4de2-ef92-44c1-a01e-ccd7dc5fbf7d,5843.31598587282
4867,384-W,0,1.04,CONT,STATE TROOPER RUSSELL A. BAGSHAW HIGHWAY,EB-JCT I-84 EB(WILBUR CROSS HWY),EB-US 6 EB & US 44 EB,1996,S.A. 10,2,042,EAST HARTFORD,2024,b7e196ac-c8f5-42b8-9b9e-e0a8d1a19525,6171.60729694005
4868,395-N,0.13,4.98,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,152,WATERFORD,2024,931ce74d-fc87-4a4f-930e-1fe33e55f86d,25589.5595746354
4869,395-N,35.5,35.59,CONT,THE AMERICAN EX-PRISONER OF WAR MEMORIAL HIGHWAY,NB-JCT SR 695(GOV J D LODGE TPKE),MASSACHUSETTS SL,2002,P.A. 123,12,108,PLAINFIELD,2024,0479d708-cfdd-44aa-8d17-f0179fadd72c,583.358185937906
4870,395-S,4.98,10.44,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,085,MONTVILLE,2024,93e3b345-16f9-41e7-beff-50e6b07175b3,28870.1833925737
4871,395-S,18.26,21.39,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,072,LISBON,2024,924535b7-7bff-46d3-b39d-81a2795f8df1,16485.745818965
4872,395-S,21.39,25.86,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,057,GRISWOLD,2024,ada8502f-e11a-4939-8de8-f0e2508adefb,23523.2995985219
4873,395-S,25.86,35.5,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,108,PLAINFIELD,2024,a8863f81-a530-487f-8313-f52b7407fa1e,50774.2874725339
4874,395-S,35.59,43.98,CONT,THE AMERICAN EX-PRISONER OF WAR MEMORIAL HIGHWAY,NB-JCT SR 695(GOV J D LODGE TPKE),MASSACHUSETTS SL,2002,P.A. 123,12,068,KILLINGLY,2024,412f8324-ee4b-45f3-9d8a-9711612dae12,44227.9590965284
4875,8-N,55.98,58.51,CONT,JAMES H DARCEY MEMORIAL HIGHWAY,NAUGATUCK - WATERBURY TL,BGN OVLP US 44,1967,S.A. 200,,162,WINCHESTER,2024,c93adba0-37fc-4cba-a233-4e181c431859,13242.3274297412
