highway_name,route_no,from_location,to_location,source_url,source_note
CW2 MATTHEW G KELLEY MEMORIAL HIGHWAY,US 69,IS 35 N,.125 mile(s) before CST EAGLE LANDING PKWY E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
POW/MIA MEMORIAL HIGHWAY,IS 35,.178 mile(s) after RP RTPP TO IS35S S,.002 mile(s) before MO 92 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-08-25; years_of_sunset=20 YEARS
POW/MIA MEMORIAL HIGHWAY,IS 35,1.068 mile(s) after RT BB E,.259 mile(s) before CST GRAND AVE E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-07-01; years_of_sunset=20 YEARS
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,1.068 mile(s) after RT BB E,.259 mile(s) before CST GRAND AVE E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
POW/MIA MEMORIAL HIGHWAY,IS 35,.259 mile(s) before CST GRAND AVE E,.178 mile(s) after RP RTPP TO IS35S S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-07-01; years_of_sunset=20 YEARS
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,.259 mile(s) before CST GRAND AVE E,.178 mile(s) after RP RTPP TO IS35S S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,.074 mile(s) before RP IS29S TO FRONT ST E E,.097 mile(s) after RP IS35S TO EATON ST N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
IRVINE O HOCKADAY JR HIGHWAY,US 69,.001 mile(s) before RP IS435N TO IS35S S,.003 mile(s) before IS 435 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
PFC LELAND S DEEDS MEMORIAL HIGHWAY,MO 139,CRD KELP RD E,CRD JASPER RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
PFC LELAND S DEEDS MEMORIAL HIGHWAY,MO 139,CRD JASPER RD E,CRD KELP RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
NORWOOD CREASON EXPRESSWAY,MO 10,RP MO13 TO MO10 E,MO 210 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-05-11; years_of_sunset=INDEFINITE
DAVID RICE ATCHISON MEMORIAL HIGHWAY,MO 116,.029 mile(s) after US 169 S,.031 mile(s) after MO 33 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2002-01-09; years_of_sunset=INDEFINITE
DAVID RICE ATCHISON MEMORIAL HIGHWAY,MO 116,.006 mile(s) after MO 33 S,.008 mile(s) after US 169 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2002-01-09; years_of_sunset=INDEFINITE
DAN M. WILSON MEMORIAL HIGHWAY,MO 10,US 69 N,.001 mile(s) after SP 10 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-04-26; years_of_sunset=20 YEARS
DAN M. WILSON MEMORIAL HIGHWAY ,MO 10,SP 10 E,US 69 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-04-26; years_of_sunset=20 YEARS
RAY-CARROLL COUNTY VETERANS MEMORIAL HIGHWAY,MO 10,.002 mile(s) before RT A S,RT A S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
RAY-CARROLL COUNTY VETERANS MEMORIAL HIGHWAY,MO 10,.002 mile(s) before CST EASTWOOD AVE E,.002 mile(s) before RT A S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
VETERANS MEMORIAL PARKWAY,MO 58,RT U S,MO 131 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
STEVE MCQUEEN MEMORIAL HIGHWAY,MO 240,.002 mile(s) after RT P E,.005 mile(s) after CRD TIMBER LN S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-09-16; years_of_sunset=20 YEARS
STEVE MCQUEEN MEMORIAL HIGHWAY,MO 240,.003 mile(s) before CRD TIMBER LN S,RT P E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-09-16; years_of_sunset=20 YEARS
DEPUTY EDWARD CULVER MEMORIAL HIGHWAY,SP 45,MO 92 W,MO 45 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2018-08-28; years_of_sunset=INDEFINITE
DEPUTY EDWARD CULVER MEMORIAL HIGHWAY,SP 45,MO 45 S,MO 92 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2018-08-28; years_of_sunset=INDEFINITE
PURPLE HEART TRAIL (I-29),IS 29,.75 mile(s) before CRD C AVE S,.028 mile(s) after CST ADMIRAL BLVD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
RANDY BEVER MEMORIAL HIGHWAY,BU 71,.001 mile(s) after CRD 364 E,.001 mile(s) after IS 29 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
LANCE CORPORAL LEON B DERAPS MEMORIAL HIGHWAY,MO 87,RT AA S,CRD GERLACH RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-08-28; years_of_sunset=INDEFINITE
ALEXANDER DONIPHAN MEMEORIAL HIGHWAY,MO 152,.002 mile(s) after IS 435 S,.002 mile(s) after CST BARRY RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1998-10-23; years_of_sunset=INDEFINITE
ALEXANDER DONIPHAN MEMEORIAL HIGHWAY,MO 152,CST N FLINTLOCK RD N,IS 435 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1998-10-23; years_of_sunset=INDEFINITE
AMERICAN LEGION BLUE STAR MEMORIAL HIGHWAY,MO 92,MO 33 S,US 169 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2014-01-28; years_of_sunset=20 YEARS
AMERICAN LEGION BLUE STAR MEMORIAL HIGHWAY,MO 92,.003 mile(s) before US 169 S,.003 mile(s) before MO 33 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2014-01-28; years_of_sunset=20 YEARS
MO HWY PATROL CORPORAL HENRY C BRUNS MEMORIAL HIGHWAY,US 169,.008 mile(s) before CST CONNECTICUT ST S,.26 mile(s) before CRD NW KING RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-08-28; years_of_sunset=INDEFINITE
DEPUTY CHARLES M COOK MEMORIAL HIGHWAY,US 169,.008 mile(s) after MO 6 E,.009 mile(s) after CST GENE FIELD RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-08-28; years_of_sunset=INDEFINITE
CHAMPIONSHIP WAY,US 169,RT VV S,RT DD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-22; years_of_sunset=INDEFINITE
CHAMPIONSHIP WAY,US 169,RT DD E,RT VV S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-22; years_of_sunset=INDEFINITE
WALTER CRONKITE MEMORIAL HIGHWAY,US 169,.002 mile(s) before IS 29 N,.002 mile(s) before MO 6 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2014-01-28; years_of_sunset=20 YEARS
WALTER CRONKITE MEMORIAL HIGHWAY,US 169,.002 mile(s) after MO 6 E,.002 mile(s) after IS 29 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2014-01-28; years_of_sunset=20 YEARS
DR ARCH E SPELMAN MEMORIAL HIGHWAY,US 169,.001 mile(s) after RT DD E,.001 mile(s) after MO 92 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-05-20; years_of_sunset=20 YEARS
DR ARCH E SPELMAN MEMORIAL HIGHWAY,US 169,.001 mile(s) before MO 92 E,.001 mile(s) before RT DD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-05-20; years_of_sunset=20 YEARS
PURPLE HEART TRAIL (I-29),IS 29,IS 70 W,.751 mile(s) after CRD C AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
TROOPER FRED F GUTHRIE JR MEM HWY,IS 29,.005 mile(s) before MO 371 S,.002 mile(s) before RT U E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
CALEB GEIGER MEMORIAL HIGHWAY,IS 29,RT HH E,.005 mile(s) before MO 371 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
SERGEANT ROBERT KIMBERLING MEMORIAL HIGHWAY,IS 29,.028 mile(s) after MO 6 E,.028 mile(s) after US 169 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2001-07-02; years_of_sunset=INDEFINITE
"WILLIAM ""BILL"" LARK MEMORIAL HIGHWAY",IS 29,.562 mile(s) before CRD GRAYSTONE RD S,RP IS29N TO US59 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
SGT ISSAC B JACKSON MEMORIAL HIGHWAY,MO 33,.002 mile(s) after MO 116 E,.006 mile(s) after MO 116 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
TROOPER FRED L WALKER MEMORIAL HIGHWAY,MO 33,MO 116 E,CST SOUTH ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
TROOPER FRED L WALKER MEMORIAL HIGHWAY,MO 33,CST SOUTH ST E,MO 116 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
ROSEAN CANGELOSI MEMORIAL HIGHWAY,MO 33,.357 mile(s) before CST N PARK RD S,.292 mile(s) before CST N PARK RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1901-01-01; years_of_sunset=20 YEARS
ROSEAN CANGELOSI MEMORIAL HIGHWAY,MO 33,.292 mile(s) after CST N PARK RD S,.357 mile(s) after CST N PARK RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1901-01-01; years_of_sunset=20 YEARS
SGT ISSAC B JACKSON MEMORIAL HIGHWAY,MO 33,.002 mile(s) before MO 116 E,MO 116 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
"WILLIAM ""BILL"" LARK MEMORIAL HIGHWAY",IS 29,.031 mile(s) after RP US59 TO IS29S S,.56 mile(s) after CRD GRAYSTONE RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
CALEB GEIGER MEMORIAL HIGHWAY,IS 29,.006 mile(s) after MO 371 S,.004 mile(s) after RT HH E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
JUDGE VINCENT E. BAKER MEMORIAL HIGHWAY,IS 470,.003 mile(s) before CST NE LAKEWOOD BLVD E,CST NE WOODS CHAPEL RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
3-TRAILS CROSSING MEMORIAL HIGHWAY,IS 470,IS 49 S,.002 mile(s) before CST BLUE RIDGE BLVD N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-03-15; years_of_sunset=20 YEARS
QUINTON M WILKES MEMORIAL HIGHWAY,IS 470,CST VIEW HIGH DR S,CST NE DOUGLAS ST N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1901-01-01; years_of_sunset=20 YEARS
SERGEANT ROBERT KIMBERLING MEMORIAL HIGHWAY,IS 29,.027 mile(s) before MO 6 E,.017 mile(s) after MO 6 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2001-07-02; years_of_sunset=INDEFINITE
3-TRAILS CROSSING MEMORIAL HIGHWAY,IS 470,.003 mile(s) before CST BLUE RIDGE BLVD S,.003 mile(s) before IS 49 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-03-15; years_of_sunset=20 YEARS
POLICE OFFICER RICHARD C FLEMING MEMORIAL HIGHWAY,IS 435,US 50 E,CST HOLMES RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
QUINTON M WILKES MEMORIAL HIGHWAY,IS 470,.003 mile(s) before CST NE DOUGLAS ST S,.003 mile(s) after CST VIEW HIGH DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1901-01-01; years_of_sunset=20 YEARS
3-TRAILS CROSSING MEMORIAL HIGHWAY,IS 435,CST HOLMES RD S,.001 mile(s) after RT W E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-03-15; years_of_sunset=20 YEARS
JOE DELANEY MEMORIAL HIGHWAY,IS 435,MO 350 W,CST RAYTOWN RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-05-03; years_of_sunset=20 YEARS
LAMAR HUNT MEMORIAL HIGHWAY,IS 435,.157 mile(s) before CST STADIUM DR E,.023 mile(s) before CO OR 435 TO RANDOLPH RD W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
POLICE OFFICER BLAIZE MADRID-EVANS MEMORIAL HIGHWAY,MO 291,.001 mile(s) before MO 78 E,US 24 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
SAMUEL C HOUSTON MEMORIAL HIGHWAY,MO 291,CST KANSAS ST E,CST NE COOKINGHAM DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
SAMUEL C HOUSTON MEMORIAL HIGHWAY,MO 291,CST NE COOKINGHAM DR E,CST KANSAS ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
POLICE OFFICER BLAIZE MADRID-EVANS MEMORIAL HIGHWAY,MO 291,.003 mile(s) before US 24 E,.002 mile(s) after MO 78 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
LAMAR HUNT MEMORIAL HIGHWAY,IS 435,.023 mile(s) after CO OR 435 TO RANDOLPH RD W,.152 mile(s) after CST STADIUM DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
JOE DELANEY MEMORIAL HIGHWAY,IS 435,.007 mile(s) after CST RAYTOWN RD S,.022 mile(s) after MO 350 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-05-03; years_of_sunset=20 YEARS
POLICE OFFICER RICHARD C FLEMING MEMORIAL HIGHWAY,IS 435,.002 mile(s) before CST HOLMES RD S,US 50 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
3-TRAILS CROSSING MEMORIAL HIGHWAY,IS 435,.008 mile(s) after RT W E,.008 mile(s) after CST HOLMES RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-03-15; years_of_sunset=20 YEARS
HARRY DARBY MEMORIAL HIGHWAY,IS 635,IS 29 S,.533 mile(s) after RP HORIZONS PKWY TO IS635S S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1990-06-01; years_of_sunset=20 YEARS
JAY B. DILLINGHAM FREEWAY,IS 670,.147 mile(s) before CST GENESSEE ST S,.001 mile(s) before IS 35 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1984-05-04; years_of_sunset=INDEFINITE
HARRY DARBY MEMORIAL HIGHWAY,IS 635,.439 mile(s) before RP IS635N TO HORIZONS PKWY N,IS 29 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1990-06-01; years_of_sunset=20 YEARS
AMERICAN VETERANS MEMORIAL HIGHWAY,IS 270,.124 mile(s) after RP IS270E TO RIVERVIEW DR E,.437 mile(s) after RP RIVERVIEW DR TO IS270E E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2001-05-09; years_of_sunset=INDEFINITE
FIREFIGHTER PARAMEDIC GRAHAM J HOFFMAN MEMORIAL HIGHWAY,MO 9,CST PARK COLLEGE ENTRANC DR S,.001 mile(s) after CST HORIZONS PKWY N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
FIREFIGHTER PARAMEDIC GRAHAM J HOFFMAN MEMORIAL HIGHWAY,MO 9,CST HORIZONS PKWY N,CST PARK COLLEGE ENTRANC DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
BILL GRIGSBY MEMORIAL HIGHWAY,MO 9,CST NODAWAY E,CST PARK COLLEGE ENTRANC DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2020-08-28; years_of_sunset=INDEFINITE
BILL GRIGSBY MEMORIAL HIGHWAY,MO 9,CST PARK COLLEGE ENTRANC DR S,CST NODAWAY E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2020-08-28; years_of_sunset=INDEFINITE
AMERICAN VETERANS MEMORIAL HIGHWAY,IS 270,.445 mile(s) before RP IS270W TO RIVERVIEW DR W,.12 mile(s) after RT H S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2001-05-09; years_of_sunset=INDEFINITE
