OBJECTID,Jurisdiction,Dedication Feature Type,Dedication Type,Displayed Sign Text,Dedication Year,Information,Streetview,GlobalID,Search URL
1,Anne Arundel,ROAD,Political_Service,Governor Ritchie Highway,1937,"Named in honor of Albert C. Ritchie, 49th Governor of Maryland for a record four terms.","https://www.google.com/maps/@39.2341168,-76.6118236,3a,73.7y,193.23h,86.09t/data=!3m6!1e1!3m4!1so61PJE4hyjN3BAe7P8x8OQ!2e0!7i13312!8i6656",0d840dcd-1bc2-4c82-97f3-890e7faf9753,https://bit.ly/2CopTDH
2,Anne Arundel,ROAD,Political_Service,Aris T. Allen Boulevard,1992,"Named in honor of Dr. Aris T. Allen, who was the first African-American chair of the Maryland Republican party and the first African-American to run for a statewide office in Maryland.","https://www.google.com/maps/@38.983405,-76.5655106,3a,73.7y,97.51h,87.35t/data=!3m6!1e1!3m4!1shyrXSyN8f9hWLozBTXHryw!2e0!7i13312!8i6656",96412d0b-7d51-4c92-89fe-45d5b497d2aa,https://bit.ly/2W3BNKL
3,Anne Arundel,ROAD,Political_Service,Paul T. Pitcher Memorial Highway,1970,"Named in honor of Paul T. Pitcher, an Anne Arundel County Executive who originally conceived MD Route 100.","https://www.google.com/maps/@39.1188919,-76.5203689,3a,75.2y,264.9h,79.28t/data=!3m6!1e1!3m4!1sMGqaNIdKDu0Qz3y_bXGrmA!2e0!7i13312!8i6656",a9dd5332-df05-4abb-9c17-2b6a61539510,https://bit.ly/2T8s3gi
4,Anne Arundel,ROAD,Political_Service,This Highway Dedicated to Senator John A. Cade,1998,"Dedicated to John A. Cade, former Maryland Senator who was instrumental in securing funding for I-97. ","https://www.google.com/maps/@39.1181249,-76.6370855,3a,52.9y,135.27h,86.65t/data=!3m6!1e1!3m4!1sfWTviC95TFaTwnW1dr-7Fg!2e0!7i13312!8i6656",b3ab27fd-24fe-45a2-9987-23d2c9f01a0a,https://bit.ly/2JdhZ62
5,Anne Arundel,ROAD,Military_Service,Generals Highway,N/A,Named in honor of General George Washington who traveled this route in December 1783 as part of his journey from New York to Annapolis to resign as Commander-in-Chief.,"https://www.google.com/maps/@39.0722807,-76.631956,3a,73.7y,122.3h,66.07t/data=!3m6!1e1!3m4!1sCMmG6GPWmuTeoG0TxrW42Q!2e0!7i13312!8i6656",17bbfa96-89f2-4290-b183-7e90edd3014e,https://bit.ly/2KVtsUX
6,Anne Arundel,BRID,Political_Service,William Preston Lane Jr. Memorial Bridge,1952,"Named in honor of William Preston Lane, Jr., 52nd Governor of Maryland who in 1947 initiated the legislation to begin construction of the first span of the ""Bay Bridge"".","https://www.google.com/maps/@39.0197814,-76.4137743,3a,49.2y,133.66h,79.53t/data=!3m6!1e1!3m4!1s9kRoHL6qTqJqACzYCx10GA!2e0!7i13312!8i6656",17e5e055-34de-4441-8ab8-334ee6086bbe,https://bit.ly/2Ho9eUW
7,Anne Arundel,ROAD,Political_Service,This Highway Dedicated to Governor Theodore R. McKeldin,2005,"Dedicated to Theodore Roosevelt McKeldin, 53rd Governor of Maryland. Construction of the ""Baltimore Beltway"" began under his watch in 1954.
","https://www.google.com/maps/@39.3901898,-76.7191568,3a,24.7y,110.39h,89.18t/data=!3m6!1e1!3m4!1seOeJM-aXwEGm7BcFCEwLhQ!2e0!7i13312!8i6656",93158a41-7e8a-43a8-a55a-f80ba383907e,https://bit.ly/2J9PG8j
8,Baltimore,ROAD,Political_Service,John F. Kennedy Memorial Highway,1964,"Named in honor of President John F. Kennedy, who officiated the ceremony dedicating I-95 and was assassinated 8 days later.","https://www.google.com/maps/@39.3225429,-76.5294895,3a,73.7y,55.19h,81.72t/data=!3m6!1e1!3m4!1s6pbvX3N4EDRSjK1uxmj2Kw!2e0!7i13312!8i6656",9b787865-f029-4f2a-ab06-3e1c6ac7fa9e,https://bit.ly/2PkxJSB
9,Baltimore,ROAD,Military_Service,Dedicated to Veterans of Foreign Wars,2001,"Dedicated to Veterans of Foreign Wars, a nonprofit veterans service organization devoted to veterans  service, legislative advocacy, and military and community service programs.","https://www.google.com/maps/@39.4569392,-76.6505829,3a,44.7y,315.35h,90.11t/data=!3m6!1e1!3m4!1sGmPFR5KeOx99wfEr04gsog!2e0!7i13312!8i6656?hl=en",edd9bc83-7eb5-4239-8077-84d968a9a8b8,https://bit.ly/2u4cQmq
10,Baltimore,BRID,Honorary,Francis Scott Key Bridge,1977,"Named in honor of Francis Scott Key, Maryland native and author of our national anthem, ""The Star-Spangled Banner.""",https://goo.gl/maps/zauetCVf7332,a286325b-836b-4600-ada8-cf8bd1c8d6f5,https://bit.ly/2EanhvH
11,Baltimore,ROAD,Military_Service,Maryland Purple Heart Trail I-95,1992,Let it be known that those who wear the Purple Heart have given their blood in the defense of their homeland and shall be forever revered by their countrymen.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,2eb41096-bb87-403d-a50f-56168b2c9422,https://bit.ly/2RFzY4E
12,Baltimore,BRID,Honorary,This Bridge Dedicated to Harry Dorsey Gough Founder of Perry Hall,2004,"Dedicated to Harry Dorsey Gough, influential 18th century businessman and original owner of the Perry Hall Mansion, the area’s namesake.","https://www.google.com/maps/@39.4269672,-76.4454817,3a,49.4y,83.78h,75.78t/data=!3m6!1e1!3m4!1s_ai4Ix0N8pgpuvxIwJLAcQ!2e0!7i13312!8i6656 ",4e7f00e9-4ad7-4742-97e3-e83235ea3037,https://bit.ly/2UxW3n7
13,Baltimore,ROAD,Military_Service,175th Infantry Memorial Highway Dedicated to MD's ""Dandy 5th"",2004,"Dedicated to the 175th Infantry Regiment, one of the oldest in the U.S. formed during the American Revolution and has a garrison in Dundalk. The “Dandy 5th” has won 24 battle honors spanning every major American war.","https://www.google.com/maps/@39.2767956,-76.4771635,3a,50.6y,281.21h,81.16t/data=!3m6!1e1!3m4!1sV2_0v5lsyQlERAWJAAEPLw!2e0!7i13312!8i6656",8a99e115-fc33-42e8-b1c2-4b54da7a6b73,https://bit.ly/2HwFBjz
14,Baltimore,ROAD,Military_Service,Vietnam Veterans Highway,2002,Dedicated to Veterans of the Vietnam War (1959-1975). One of several dedications in Maryland honoring those who served.,"https://www.google.com/maps/@39.2602624,-76.5095147,3a,75y,74.92h,72.26t/data=!3m6!1e1!3m4!1sAGMDc1-x2BJcQfG_5ZtZSA!2e0!7i13312!8i6656",53791423-b728-4d73-b995-da2e95b04219,https://bit.ly/2TICr2N
15,Baltimore City,BRID,Honorary,Francis Scott Key Bridge,1977,"Named in honor of Francis Scott Key, Maryland native and author of our national anthem, ""The Star-Spangled Banner.""",https://goo.gl/maps/zauetCVf7332,af6333c2-8be8-4c02-bce5-1337abe58b83,https://bit.ly/2EanhvH
16,Baltimore City,ROAD,Military_Service,Maryland Purple Heart Trail I-95,1992,Let it be known that those who wear the Purple Heart have given their blood in the defense of their homeland and shall be forever revered by their countrymen.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,936cf515-76db-49b4-a637-8a1b00cb7210,https://bit.ly/2RFzY4E
17,Calvert,ROAD,Political_Service,The Louis L. Goldstein Memorial Highway,1997,"Dedicated to Louis L. “Louie” Goldstein, Calvert County native and MD State Comptroller for a record 40 years, 1958-1998.","https://www.google.com/maps/@38.4016846,-76.4445181,3a,75y,336.44h,81.46t/data=!3m6!1e1!3m4!1s78vkPEJCARbK8h_VhKdaOg!2e0!7i13312!8i6656",990cf764-8887-4d3b-a3cc-5915cb2a91a5,https://bit.ly/2ub3K7a
18,Caroline,BRID,Political_Service,Dedicated to John V. Riffle,N/A,"Dedicated to John V. Riffle, former Town of Greensboro Commissioner.","https://www.google.com/maps/@38.9731415,-75.8005383,3a,43.7y,89.15h,91.49t/data=!3m6!1e1!3m4!1sVdpqd-q9FL9LWJDZVBVJuQ!2e0!7i13312!8i6656!6m1!1e1",ffcee21c-4a7e-4681-8b66-d938b95fc19c,https://bit.ly/2u4eDIa
19,Caroline,BRID,Activist,This Bridge Dedicated to Frederick Douglass,2004,"Dedicated to Frederick Douglass, Talbot County native, orator, writer and statesman who escaped slavery and became a national leader of the abolitionist movement.","https://www.google.com/maps/@38.8298632,-75.9158908,3a,49.4y,31.86h,73.59t/data=!3m6!1e1!3m4!1saNGcmv-lCFkME5Qy4ub3eQ!2e0!7i13312!8i6656",e598fcee-da24-477b-bf48-2f39c5d333b1,https://bit.ly/2XUzb3D
20,Carroll,ROAD,Honorary,Francis Scott Key Highway,N/A,"Named in honor of Francis Scott Key, Maryland native and author of our national anthem, ""The Star-Spangled Banner"".","https://www.google.com/maps/@39.7197026,-77.1228832,3a,75y,215.22h,92.41t/data=!3m6!1e1!3m4!1sz8fC-7ED8z8slwERTNkIzA!2e0!7i13312!8i6656!6m1!1e1",c54b76c4-6a34-4b24-b869-d156c0b6544b,https://bit.ly/2EanhvH
21,Cecil,BRID,Political_Service,This Bridge Dedicated to Senator Walter Baker,N/A,"Dedicated to Walter Baker, prominent area political official who represented District 36 in the Maryland State Senate from 1979 to 2002.","https://www.google.com/maps/@39.6056416,-75.832357,3a,75y,126.8h,84.12t/data=!3m6!1e1!3m4!1s72tBHp7ghQmLqsrPN-kIlA!2e0!7i13312!8i6656",e8af0069-15b8-49dc-992a-6bf0eb5b45e5,https://bit.ly/2F7U6r4
22,Cecil,ROAD,Military_Service,Blue Star Memorial Highway,1953,Marked highways that pay tribute to those who have served in the U.S. Armed Forces. The blue star was used on service flags to denote a service member fighting in the war.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,79556d2e-2b57-405c-bbaf-934950f3098d,https://bit.ly/2AOlqIL
23,Cecil,ROAD,Political_Service,Joseph Biggs Memorial Highway,N/A,"Named in honor of Joseph B. Biggs, affectionately known as “Joeby,"" a prominent Cecil County Commissioner in the 1970's.","https://www.google.com/maps/@39.6950281,-76.0614999,3a,78.3y,153h,92.98t/data=!3m6!1e1!3m4!1sPG892CLvA_zzUWJA7eWVLA!2e0!7i3328!8i1664",e263c56c-8955-4afd-b054-f4284d7dae4d,https://bit.ly/2HwGj0g
24,Cecil,ROAD,Philanthropist,Jacob Tome Memorial Highway,N/A,Named in honor of Jacob Tome a philanthropist and founder of Tome School and Cecil County's first millionaire.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,e0ee1750-f07c-4eb8-8680-7d3b543b8fc6,https://bit.ly/2W1w7Rj
25,Cecil,BRID,Political_Service,Thomas J. Hatem Memorial Bridge,1985,"Named in honor of Thomas J. Hatem, longtime Harford County Democratic political figure who served a term in the MD House of Delegates and held other various public servant roles.","https://www.google.com/maps/@39.5676204,-76.0747249,3a,63.2y,242.43h,89.65t/data=!3m6!1e1!3m4!1slfTcQlAFJh1a4HTkPlG2hg!2e0!7i13312!8i6656!6m1!1e1",5f6b5139-6c52-4326-8c2b-494d0d86ec7b,https://bit.ly/2T72E6K
26,Cecil,BRID,Political_Service,Millard E. Tydings Memorial Bridge,1963,"Named in honor of Millard Evelyn Tydings, Havre de Grace native, who represented Maryland in the United States Senate from 1927 to 1951. ","https://www.google.com/maps/@39.5848923,-76.0968079,3a,60y,239.48h,88.84t/data=!3m6!1e1!3m4!1seMgELDNalUlHA8hszS1yQg!2e0!7i13312!8i6656",a9fd3704-0ad5-47c2-8b91-84255d50fbd5,https://bit.ly/2HyJG6X
27,Dorchester,BRID,Political_Service,Frederick C. Malkus Jr. Bridge,1985,"Dedicated to former Senator Frederick “Fred” Malkus, Jr. who served 48 consecutive years in the General Assembly and was raised on a farm outside Cambridge.","https://www.google.com/maps/@38.5924316,-76.0470813,3a,55.5y,234.86h,76.52t/data=!3m6!1e1!3m4!1sXEMwa_4hoxHQUy0us1IAuA!2e0!7i13312!8i6656 ",38e127f7-af0e-4ebd-b711-d9c6acdefe2a,https://bit.ly/2XXlH77
28,Dorchester,ROAD,Activist,This Highway Dedicated to Harriet Tubman,1997,"Dedicated to Harriett Tubman, Dorchester County native, the abolitionist and humanitarian who rescued over 70 enslaved families using the Underground Railroad.","https://www.google.com/maps/@38.5596882,-76.0630201,3a,75y,117.83h,97.28t/data=!3m6!1e1!3m4!1sBWfFr8q1FNvQ9lx1b60xbA!2e0!7i13312!8i6656",3d66c325-0393-4155-9cd5-5c6bd23dc06c,https://bit.ly/2O63waC
29,Frederick,ROAD,Political_Service,Dwight D. Eisenhower Memorial Highway,1962,Named in honor of President Dwight D. Eisenhower who is considered ""Father of Interstate System.”,"https://www.google.com/maps/@39.535541,-77.6065639,3a,39.5y,202.32h,82.93t/data=!3m6!1e1!3m4!1sBKbB0IIDx3vqPd7wSUwwzA!2e0!7i13312!8i6656",cbe5c08e-6462-40f9-872e-c013edcfae30,https://bit.ly/2FbP6CY
30,Frederick,ROAD,Military_Service,115th Infantry Regiment Memorial Highway,2006,"Named to honor the 115th Infantry Regiment, whose roots trace back to the American Revolutionary War, formed to protect the frontier of western Maryland.","https://www.google.com/maps/@39.7007638,-77.3149462,3a,48.4y,178.25h,82.94t/data=!3m6!1e1!3m4!1shCejpLCPidc0ra2WJPYEhg!2e0!7i13312!8i6656",152fb1fe-2dfc-41f7-9058-7e3e85c77a95,https://bit.ly/2UC6V3q
31,Harford,ROAD,Military_Service,Vietnam Veterans Memorial Highway,1994,Dedicated to Veterans of the Vietnam War (1959-1975). One of several dedications in Maryland honoring those who served.,"https://www.google.com/maps/@39.5301948,-76.3603726,3a,75y,147.58h,88.38t/data=!3m6!1e1!3m4!1sDVNNbyc3_RrG266Q62FcJA!2e0!7i13312!8i6656",57529572-ffe3-4a1f-9157-7392c273650d,https://bit.ly/2TICr2N
32,Harford,BRID,Political_Service,Thomas J. Hatem Memorial Bridge,1986,"Named in honor of Thomas J. Hatem, longtime Harford County Democratic political figure who served a term in the MD House of Delegates and held other various public servant roles.","https://www.google.com/maps/@39.5562771,-76.098845,3a,75y,35.73h,86.96t/data=!3m6!1e1!3m4!1s7-pLuZtXcMzP1gkc-OnZ8w!2e0!7i13312!8i6656!6m1!1e1",4f09718c-93dd-48e6-a732-7ad4658e5353,https://bit.ly/2T72E6K
33,Harford,BRID,Political_Service,Millard E. Tydings Memorial Bridge,1963,"Named in honor of Millard Evelyn Tydings, Havre de Grace native, who represented Maryland in the United States Senate from 1927 to 1951.",https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,8cfc1a6b-aa00-477c-b780-b7ab7cb927d5,https://bit.ly/2HyJG6X
34,Harford,ROAD,Political_Service,John F. Kennedy Memorial Highway,1964,"Named in honor of President John F. Kennedy, who officiated the ceremony dedicating I-95 and was assassinated 8 days later.",https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,890896b5-5428-46a0-8f84-2986aef403b4,https://bit.ly/2PkxJSB
35,Howard,ROAD,Military_Service,29th Infantry Division Memorial Highway,1994,"Dedicated to 29th Infantry Division of the U.S. Army, formed in 1917, this decorated unit is most famous for its participation in the D-Day invasion of Normandy during World War II. ","https://www.google.com/maps/@39.271427,-76.8183155,3a,48.8y,144.75h,81.91t/data=!3m6!1e1!3m4!1sOxzYklQCb_4BAxMh-SGmDg!2e0!7i13312!8i6656",32d38a6e-3ce6-4db5-b830-45d54de50db8,https://bit.ly/2QCb3BS
36,Howard,ROAD,Military_Service,Maryland Purple Heart Trail I-95,1992,Let it be known that those who wear the Purple Heart have given their blood in the defense of their homeland and shall be forever revered by their countrymen.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,33e64402-aafc-4fb6-ae0b-8e84ccb93e7b,https://bit.ly/2RFzY4E
37,Howard,ROAD,Political_Service,Dedicated to Senator Robert H. Kittleman,2004,"Dedicated to former Senator Robert H. Kittleman, who served in the House of Delegates for 19 years and lobbied for the extension of MD 32 to include the River Hill community. ","https://www.google.com/maps/@39.2147166,-76.956218,3a,54.1y,290.42h,79.24t/data=!3m6!1e1!3m4!1sEF55oWuM6aNTMzct0rkQSQ!2e0!7i13312!8i6656",86cf7ae9-8aa7-476c-a8b5-68fd9a7749e9,https://bit.ly/2E7gpP4
38,Kent,ROAD,Military_Service,Blue Star Memorial Highway,1953,Marked highways that pay tribute to those who have served in the U.S. Armed Forces. The blue star was used on service flags to denote a service member fighting in the war.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,7ac7b8d7-d1c4-4f7c-bd42-165602223b02,https://bit.ly/2AOlqIL
39,Kent,ROAD,Honorary,Augustine Herman Highway,1955,"Named in honor of Augustine Herman, 17th century explorer, merchant and cartographer and the First Lord of Bohemia Manor, the estate that he founded in present day southeastern Cecil County.",https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,da0a300e-ac74-434c-8960-e42ac16d4751,https://bit.ly/2O1T0Bg
40,Montgomery,ROAD,Political_Service,Dwight D. Eisenhower Memorial Highway,1975,Named in honor of President Dwight D. Eisenhower who is considered ""Father of Interstate System.”,"https://www.google.com/maps/@39.2810608,-77.3251646,3a,49.6y,170.8h,88.24t/data=!3m6!1e1!3m4!1sgdY3dSF1reKgn4r-t2yu-Q!2e0!7i13312!8i6656",f350a6a0-4d76-4abd-a3ee-32ddbee95f15,https://bit.ly/2FbP6CY
41,Prince Georges,ROAD,Activist,Baltimore-Washington Parkway Dedicated to Gladys Noon Spellman,1983,"Dedicated to Gladys Noon Spellman, educator, politician and visionary who spearheaded major social and political reform towards women’s rights and to prevent discrimination against the handicapped and elderly. ","https://www.google.com/maps/@38.9425769,-76.9107516,3a,48.7y,4.61h,80.57t/data=!3m6!1e1!3m4!1sIdcxgb8VQamtWeu0yZNf4A!2e0!7i13312!8i6656",65e2189d-5975-4d7a-a195-d98bffd8b357,https://bit.ly/2EZT5kY
42,Prince Georges,ROAD,Military_Service,Blue Star Memorial Highway,1953,Marked highways that pay tribute to those who have served in the U.S. Armed Forces. The blue star was used on service flags to denote a service member fighting in the war.,"https://www.google.com/maps/@38.7294811,-76.8328441,3a,75y,26.71h,67.59t/data=!3m6!1e1!3m4!1sh3fcMoK0ustsBh67VM5bMg!2e0!7i13312!8i6656",a68006dd-4fb0-4f90-ada0-328a8533ea90,https://bit.ly/2AOlqIL
43,Prince Georges,ROAD,Honorary,Robert Crain Highway,1922,"Named in honor of Robert S. Crain, Charles County native and attorney who spear-headed the efforts to build a highway that connected the tobacco fields of southern Maryland with Baltimore City.","https://www.google.com/maps/@38.9542616,-76.7171262,3a,75y,342.4h,93.37t/data=!3m6!1e1!3m4!1sLmya1eygcuGZLSTG0AiItw!2e0!7i13312!8i6656",b7d839ec-770f-4eb6-9a89-181a81b5914d,http://bit.ly/2UB3Eld
44,Prince Georges,ROAD,Activist,Martin Luther King Jr. Highway,1987,"Named in honor of Martin Luther King, Jr., Nobel Peace Prize recipient and a leader in the African-American Civil Rights Movement.","https://www.google.com/maps/@38.8939731,-76.9107384,3a,75y,10.85h,76.63t/data=!3m6!1e1!3m4!1sLr0JfAfTBsMUULBojZx3lg!2e0!7i13312!8i6656",f4aeff3b-a4d2-4101-ac61-3e90c5939346,https://bit.ly/2ub8k5m
45,Prince Georges,ROAD,Military_Service,Maryland Purple Heart Trail I-95,1992,Let it be known that those who wear the Purple Heart have given their blood in the defense of their homeland and shall be forever revered by their countrymen.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,7264ab3f-7f69-4212-87ff-2a90c555fc6d,https://bit.ly/2RFzY4E
46,Queen Annes,ROAD,Military_Service,Blue Star Memorial Highway,1953,Marked highways that pay tribute to those who have served in the U.S. Armed Forces. The blue star was used on service flags to denote a service member fighting in the war.,"https://www.google.com/maps/@38.9893245,-76.1474891,3a,75y,51.36h,98t/data=!3m6!1e1!3m4!1s6spHB3oXlXmrVQpsXhZTLw!2e0!7i13312!8i6656",7932a3f6-93bf-440e-94c5-06013e43c935,https://bit.ly/2AOlqIL
47,Queen Annes,BRID,Political_Service,William Preston Lane Jr. Memorial Bridge,1952,"Named in honor of William Preston Lane, Jr., 52nd Governor of Maryland who in 1947 initiated the legislation to begin construction of the first span of the ""Bay Bridge"".","https://www.google.com/maps/@38.9798653,-76.3246768,3a,75y,284.07h,83.08t/data=!3m6!1e1!3m4!1sUiTCNFJEbTMeSBZSvsp8BA!2e0!7i13312!8i6656",c8f643a5-0299-44b1-899b-6c5a6104e757,https://bit.ly/2Ho9eUW
48,Talbot,BRID,Activist,This Bridge Dedicated to Frederick Douglass,2004,"Dedicated to Frederick Douglass, Talbot County native, orator, writer and statesman who escaped slavery and became a national leader of the abolitionist movement.","https://www.google.com/maps/@38.8298632,-75.9158908,3a,49.4y,31.86h,73.59t/data=!3m6!1e1!3m4!1saNGcmv-lCFkME5Qy4ub3eQ!2e0!7i13312!8i6656",e89d4515-d561-4a9f-8cdc-7d2a6eb1f4a5,https://bit.ly/2XUzb3D
49,Washington,BRID,Political_Service,Victor Cushwa Memorial Bridge,N/A,"Named in honor of Victor Cushwa IV, Hagerstown native who represented District 2 in the Maryland State Senate from 1978-1991.","https://www.google.com/maps/@39.7182683,-78.281145,3a,75y,303.32h,93.3t/data=!3m6!1e1!3m4!1sVHQK3izv8CqwgC8F7bqOzg!2e0!7i3328!8i1664",466c74b8-b157-4143-bb8a-bc4e27b30f2d,https://bit.ly/2u8QUXg
50,Washington,ROAD,Military_Service,Maryland Veterans Memorial Highway,1987,Dedicated to those from Maryland who served in the armed forces.,"https://www.google.com/maps/@39.7075887,-77.743101,3a,42y,206.57h,78.41t/data=!3m6!1e1!3m4!1s3laD2SPl0RRvrtW6nqWGhg!2e0!7i13312!8i6656",8b6c62e6-3d8f-440f-9f78-67b4f7303848,https://bit.ly/2CjF15p
51,Baltimore,ROAD,Military_Service,Korean War & Korea Service Veterans Memorial Highway,2007,"Dedicated to Veterans of the Korean Wars, the signs were erected to help erase the stigma of “The Forgotten War”.","https://www.google.com/maps/@39.3809796,-76.5135766,3a,26.1y,161.36h,81.96t/data=!3m6!1e1!3m4!1sXC8gPtIhx8u4Dky58qy-6A!2e0!7i13312!8i6656",a4de61bd-db14-470e-84e1-b73a7879f23a,https://bit.ly/2Hy23J0
52,Carroll,ROAD,Political_Service,Dedicated to Delegate Richard C. Matthews,N/A,"Dedicated to Richard C. Matthews, native Hampstead resident and prominent business owner who represented Carroll County in the Maryland House of Delegates from 1967-1994.","https://www.google.com/maps/@39.5826719,-76.8444312,3a,75y,298.98h,87.44t/data=!3m6!1e1!3m4!1sx902kpBZrlrPm0SVBW-gLg!2e0!7i13312!8i6656",27b29580-08c2-442b-9000-7091d8a4fa11,https://bit.ly/2FcraiQ
53,Allegany,ROAD,Honorary,Patriot Parkway,2004,"Named in honor of victims and heroes lost during the tragic events of September 11, 2001 and subsequent military actions at home and abroad.","https://www.google.com/maps/@39.5619719,-78.8472439,3a,75y,318.52h,97.21t/data=!3m6!1e1!3m4!1s57l-QcvDARvb0AHBEhoZcg!2e0!7i3328!8i1664",8dc5dfbe-2e1e-4335-8629-fe12d6fa264c,https://bit.ly/2u976YB
54,Allegany,BRID,Military_Service,Honor Memorial Bridge,N/A,"Dedicated to Medal of Honor recipients William E. Shuck, Jr. and Robert W. Hartsock.","https://www.google.com/maps/@39.6227815,-78.7733318,3a,75y,199.25h,78.49t/data=!3m6!1e1!3m4!1sCH8i8iMJMC4jR9iWjzoD9g!2e0!7i13312!8i6656",61e29158-14ad-4d25-9a4b-cd643d85cf8f,https://bit.ly/2VZbx3V
55,Anne Arundel,ROAD,Military_Service,John Hanson Highway,1954,"Named in honor of John Hanson, Jr., native Marylander and Patriot who recruited and equipped members of George Washington’s Revolutionary armies.","https://www.google.com/maps/@38.9555802,-76.6936452,3a,75y,90.03h,89.02t/data=!3m6!1e1!3m4!1sdH4OmSDxyyDqe96PPS9Rjw!2e0!7i13312!8i6656",08957b55-63b2-4468-8118-800403b8d16b,https://bit.ly/2VZPOc5
56,Harford,ROAD,Law_Enforc_Ser,Heroes Highway Senior Deputy Patrick Dailey Deputy First Class Mark Logsdon,2016,"Dedicated to Harford County Sheriff's Office Senior Deputy Patrick B. Dailey and Deputy First Class Mark F. Logsdon, who were killed in the line of duty in Abingdon on February 10, 2016.","https://www.google.com/maps/@39.4781676,-76.3102518,3a,75y,168.58h,93.76t/data=!3m6!1e1!3m4!1suV_kyYNUkjVmi6y_CJK6OQ!2e0!7i13312!8i6656",b81662de-c2d1-4547-b623-81c5adaf3e8b,https://bit.ly/2F0xtVz
57,Baltimore,ROAD,Political_Service,"Dedicated to Delegate Michael H. Weir, Sr.",2011,"Dedicated to Michael H. Weir, Sr. who served 28 years in the Maryland General Assembly and was a member of the Chesapeake Bay Commission.","https://www.google.com/maps/@39.2926745,-76.430885,3a,75y,292.77h,69.22t/data=!3m6!1e1!3m4!1sgNwJmTXfgxumSFB_kZf_Og!2e0!7i13312!8i6656",b53c42d5-accd-45be-a4df-a3cfde031889,https://bit.ly/2HhWpeI
58,Charles,ROAD,Military_Service,Blue Star Memorial Highway,1953,Marked highways that pay tribute to those who have served in the U.S. Armed Forces. The blue star was used on service flags to denote a service member fighting in the war.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,29f92e46-85f0-4868-906e-7b8e76e9cbd1,https://bit.ly/2AOlqIL
59,Cecil,ROAD,Honorary,Augustine Herman Highway,1955,"Named in honor of Augustine Herman, 17th century explorer, merchant and cartographer and the First Lord of Bohemia Manor, the estate that he founded in present day southeastern Cecil County.",https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,0717bf8c-1c5a-40d9-b7da-c1b41ce2abd9,https://bit.ly/2O1T0Bg
60,Cecil,SITE,Law_Enforc_Ser,Trooper First Class Joseph Lanzi,N/A,"Dedicated to Maryland State Police Trooper Joseph Thomas Lanzi who was killed in the line of duty on October 28, 1995.","https://www.google.com/maps/@39.6637465,-75.8554162,3a,76.2y,125.93h,96.23t/data=!3m6!1e1!3m4!1sT-9z8QBCiGnO01Vtg8APzw!2e0!7i13312!8i6656",6107165c-daf9-48f5-8c7f-1835845da770,https://bit.ly/2FbX8Mo
61,Harford,ROAD,Military_Service,Maryland Purple Heart Trail I-95,1992,Let it be known that those who wear the Purple Heart have given their blood in the defense of their homeland and shall be forever revered by their countrymen.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,5cb2aae0-0775-4e29-bb29-0e5388af30f5,https://bit.ly/2RFzY4E
62,Cecil,ROAD,Military_Service,Maryland Purple Heart Trail I-95,1992,Let it be known that those who wear the Purple Heart have given their blood in the defense of their homeland and shall be forever revered by their countrymen.,https://geo.sha.maryland.gov/images/GoogleStreetViewUnavailable.png,caff93d1-d182-47c2-b786-a950ef90c313,https://bit.ly/2RFzY4E
63,Cecil,ROAD,Political_Service,John F. Kennedy Memorial Highway,1964,"Named in honor of President John F. Kennedy, who officiated the ceremony dedicating I-95 and was assassinated 8 days later.","https://www.google.com/maps/@39.640641,-75.799213,3a,75y,273.77h,93.97t/data=!3m6!1e1!3m4!1saN51Jhjg3YFekJ1jpw2bsg!2e0!7i13312!8i6656",11f08250-3c7f-47a1-85b6-748e4f134e35,https://bit.ly/2PkxJSB
64,Baltimore City,ROAD,Honorary,Dedicated as Cal Ripken Way,2008,"Named in honor of Cal Ripken, Jr., native Marylander and National Baseball Hame of Fame inductee in 2007, who played his entire 21-year major league career for the Baltimore Orioles.","https://www.google.com/maps/@39.2836317,-76.6191919,3a,75y,151.21h,80.18t/data=!3m6!1e1!3m4!1s2ITydtJdLv6DEkuJ14w5Fw!2e0!7i13312!8i6656",6c6913ec-7dd9-4d8e-84cd-2db5477dfe5b,https://bit.ly/2JcgaWX
