highway_name,route_no,from_location,to_location,source_url,source_note
Steuben County Veterans of Foreign Wars Memorial Highway,NY 36,"Canisteo, Hornell",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Timothy J. Russert Highway,US 20A,Orchard Park,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Trooper David C. Brinkerhoff Memorial Highway,NY 30,"Margaretville, Middletown",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Trooper David J. Lane Memorial Highway,NY 32,Cairo,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Trooper Shawn W. Snow Street,NY 812,Ogdensburg,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Turning Point Trail,US 4,"Mechanicville, Stillwater, Northumberland, Fort Edward, Hudson Falls, Kingsbury, Fort Ann, Whitehall",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Twin Cities Vietnam Veterans Memorial Highway,NY 425,"North Tonawanda, Tonawanda",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
U.S. Army 77th Infantry Division Expressway,I 295 (Clearview Expressway),"Queens Village, Oakland Gardens, Bayside, Beechhurst",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
U.S. Navy Seabee Parkway,Lake Ontario State Parkway,Greece,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
United States Army 77th Infantry Division Memorial Highway,NY 352,"South Corning, East Corning, Steuben-Chemung County line",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
United States Submarine Veterans Memorial Highway,NY 25,"Mattituck, Cutchogue",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
United States Submarine Veterans Memorial Highway – Saratoga County,US 9,"Halfmoon, Clifton Park, Round Lake, Malta, Saratoga Springs, Wilton, Moreau, South Glens Falls",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
The Veterans of Foreign Wars Memorial Highway,NY 11,"Pennsylvania-New York State line, Binghamton, Port Dickinson, Whitney Point, Marathon, Cortland, Homer, Tully, La Fayette, Syracuse, Brewerton, Central Square, Hastings, Pulaski, Sandy Creek, Mannsville, Adamn, Adams Center, Watertown, Evans Mills, Philadelphia, Antwerp, Gouverneur, excludes “Black River Trail” from Gouverneur to Richville, Richville, Canton, Potsdam, Winthrop, Basher Falls, Moira, Brushton, North Bangor, Malone",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Veterans Memorial Highway,"I 481, NY 481","Syracuse, Fulton, Oswego",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Vietnam Veterans Memorial Highway,US 9W,"New Jersey-New York State line, Palisades, Sparkill, Nyack, Haverstaw, Stony Point, Tomkins Cove, Rockland-Orange County line",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Waterloo: Birthplace of Memorial Day Highway,NY 96,"Waterloo, Fayette, Varick, Romulus, Ovid, Covert",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Wayne C. Speenburgh Memorial Highway,NY 23,"Windham, Ashland",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Wayne County Veteran's Memorial Highway,NY 31,"Monroe-Wayne County line, Macedon, Palmyra, Lyons, Clyde, Savannah, WayneSeneca County line",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Westchester County Korean War Veterans Memorial Highway,Taconic State Parkway,between the Westchester County line and NY 100/NY 133 Exit toward Briarcliff/Millwood in the Towns of Yorktown and New Castle,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Westchester County Veterans Memorial Highway,I 287,"Elmsford, White Plains, Harrison, Rye",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
West Seneca Veterans Memorial Highway,NY 227,West Seneca,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
William C. Hennessy Memorial Highway,NY 19,"Wellsville, Scio",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
William Gregory Bypass,NY 93,Lockport (also known as the Lockport Bypass),,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Wyoming County Veterans Memorial Highway,US 20A,"between NY 98 and NY 246 in the Village of Warsaw and Towns of Orangeville, Warsaw, Perry",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Youngstown Veterans of Foreign Wars Memorial Highway,NY 93,entire length in the Village of Youngstown,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
