highway_name,route_no,from_location,to_location,source_url,source_note
John J. Okulsky Memorial Highway,NY 268,"Hancock, Cadosia, Kerryville, Kerry Siding, Apex",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
John Spear Way,NY 208 (South Street & Goshen Avenue),Washingtonville,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Korean War Memorial Highway,NY 441,"Brighton, Monroe-Wayne County line",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
The Korean War Veterans Memorial Highway,NY 690,"DeWitt, Syracuse, Liverpool, Van Buren, Baldwinsville, Town of Lysander",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
The Korean War Veterans Memorial Highway,NY 59,"Ramapo, Hillburn, Spring Valley, Nanuet, Nyack",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
The Korean War Veterans Memorial Parkway,Richmond Parkway,"Pleasant Plains, Princes Bay, Huguenot, Annadale",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
LCpl. Jeremy Lasher Memorial Highway,NY 365,City of Oneida,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
"Lester R. Stone, Jr. Memorial Highway",NY 79,"Pennsylvania-New York State line, Windsor, Harpursville, Colesville",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Levon Helm Memorial Boulevard,NY 375,"West Hurley, Woodstock",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Lieutenant Colonel Todd J. Clark Memorial Highway,NY 146,Guilderland,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Lima Veterans Memorial Highway,NY 15A,Lima,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Livingston County Veterans Memorial Highway,NY 20A,"Geneseo, Leicester",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Livonia Veterans Memorial Highway,NY 15A,Livonia,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Lt. Joseph J. Theinert Memorial Way,NY 114,Shelter Island,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Lost At Sea Memorial Pike,NY 114,"East Hampton, Sag Harbor",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
M. Paul Keesler Memorial Highway,NY 28,"Middleville, Poland, Barneveld",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Marine Captain Eric A. Jones Memorial Highway,NY 137,Pound Ridge,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Marine Corps League Memorial Highway,"I 99, I 86, NY 415, NY 15","Pennsylvania-New York State line, Lindley, Erwins, Gang Mills, Painted Post, Campbell, Savona, Bath, Avoca, Cohocton, Wayland, Springwater, Conesus, East Avon, West Henrietta, Rochester, (that portion of I 99 located within Steuben County shall be know as the Williamson Road section of the Marine Corps League Highway)",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Marine Lance Corporal James J. Jackowski Memorial Highway,NY 35,Lewisboro,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Marine Lance Cpl. Blaise Oleski Memorial Highway,NY 365,Village of Holland Patent,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Mayor Harvey W. Mansfield Highway,NY 30A,Johnstown,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Mendon Veterans Memorial Highway,NY 15A,Mendon,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Military Highway,NY 69,"Taberg, Camden",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Monroe County American Legion Memorial Highway,NY 104,"Orleans-Monroe County line, Clarkson, Greece, Rochester, Webster, Monroe-Wayne County line",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Mount Morris Veterans Memorial Highway,NY 36,Mount Morris,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Mount Pleasant Veterans Memorial Highway,NY 141,"Hawthorne, Thornwood, Pleasantville",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
National Veterans Highway,US 62,"Frewsburg, Kennedy, Conewango Valley, Conewango, Dayton, Gowanda, North Collins, Hamburg, Buffalo, St. Johnsburgh, Niagara Falls",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
New York State Troopers T. Michael Kelly and Kenneth A. Poormon Memorial Highway,NY 28,Hurley,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
New York State Vietnam Veterans’ Memorial Highway of Valor,NY 38,"Sterling, Victory, Conquest, Mentz, Port Byron, Throop, Auburn, Fleming, Scipio, Venice, Moravia, Locke, Gorton, Freeville, Dryden, Harford, Richford, Berkshire, Newark Valley, Owego",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
The Norman J. Levy Memorial Highway,Meadowbrook Parkway,"Jones Beach State Park, Merrick, Carle Place",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
North Tonawanda POW-MIA Memorial Highway,River Road,"Buffalo, North Tonawanda",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Officer Aldo Rossi Junior Memorial Highway,NY 7,"- Port Dickison, Fenton",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Officer Joseph D. Corr Memorial Highway,NY 840,"New Hartford, Whitestown",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Officer Thomas M. Lindsey Memorial Highway,NY 5A,Utica,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Oneida County Vietnam Veterans Memorial Highway,NY 49,"Rome, Floyd, Marcy",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Orange County Purple Heart Highway,I 84,"Port Jervis, Middletown, East Middletown, Gardnertown, Newburgh",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Orleans County American Legion Memorial Highway,NY 104,"Niagara-Orleans County line, Ridgeway, East Gaines, Murray, Orleans-Monroe County",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
line – Orleans County.,Paul Cerjan Memorial Highway I 781,"Pamelia, Le Ray",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Past V.F.W. Commander Alfred Bleich Highway,,"NY 28, Portlandville Milford, Cooperstown, Fly Creek, Richfield Springs",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Pearl Harbor Memorial Expressway,NY 440,"Pleasant Plains, Bossville, Chelsa, Graniteville",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Pearl Harbor Veterans Memorial Highway,NY 36,"Troupsburg, Jasper, Canisteo, Hornell, North Hornell",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Phelps Way,NY 117,Phelps,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
POW-MIA Memorial Highway,"Shore Parkway, Belt Parkway, Sunrise Highway and NY 27","Canarsie, Spring Creek Park, South Valley Stream, Lynbrook, Rockville Centre, Merrick, Bellmore, Seaford, Lindenhurst, Babylon, Brightwaters, Islip, Patchogue, Shirley, Southport, Hampton Bays, Bridgehampton, East Hampton, Amagansett, Montauk",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
POW-MIA Memorial Highway,Macedon Center Road,Macedon,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
POW-MIA Memorial Highway,I 278,"Graniteville, Bulls Head, Willbrook, Emerson Hill, Concord, Fort Wadsworth",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
POW-MIA Memorial Highway,NY 12,"Utica, Barneveld, Remsen, Boonville, Port Leyden, Glenfield, Lowville, Copenhagen, Watertown, Clayton, Alexandria Bay, Morristown",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Private First Class Douglas Cordo Memorial Highway,NY 32,"Ulster, Saugerties",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Private First Class Duane C. Scott Memorial Highway,NY 275,Richburg,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Purple Heart Highway,NY 5,"Buffalo, Batavia, LeRoy, Caledonia, Avon, Canandaigua, Geneva, Waterloo, Seneca Falls, Auburn, Syracuse, Fayetteville, Chittenango, Sherrill, Utica, Herkimer, Little Falls, Amsterdam, Scotia, Schenectady, Albany (US 9)",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Purple Heart Way,NY 908G (Northern State Parkway),"Islip, Smithtown",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
The Putnam County Veterans Memorial Highway,I 84,"Duchess-Putnam County line, Lake Carmel, Brewster, Connecticut-New York State line",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Ralph J. Marino Expressway,NY 135 (Seaford-Oyster Bay Expressway),"Seaford, Oyster Bay",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Rensselaer County Korean War Vererans Memorial Highway,NY 7,between Eight Street and Mount Pleasant Avenue in the City of Troy,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Rensselaer County Veterans' Memorial Highway,I 90,"East Schodack, East Greenbush, North Greenbush, Rensselaer, Albany-Rensselaer County line",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
"Reverend Dr. Bennett W. Smith, Sr. Way",Goodell Street,Buffalo,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
"Reverend Dr. Martin Luther King, Jr. Expressway",Kensington Expressway,Buffalo,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Rush Veterans Memorial Highway,NY 15A,Rush,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Sampson Veterans Memorial Highway,NY 96A,"Waterloo, Fayette, Varick, Romulus, Ovid",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Saratoga County Veterans’ Memorial Highway,NY 4,"Schuylerville, Saratoga, Stillwater, Mechanicville, Waterford",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Schenectady County Veterans Memorial Highway,I 890,"Albany-Schenectady County line, Rotterdam, Schenectady",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Senator Jess J. Present Memorial Highway,NY 430,"Pennsylvania-New York State line, Mina, Sherman, Mayville, Bemus Point, Jameston",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Senator Patricia K. McGee Memorial Highway,NY 16,"Olean, Ischua, Franklinvilla, Machias, Lime Lake, Delevan",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Senator Ralph Quattrociocchi Memorial Highway,NY 531,"Gates, Ogden",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Senator Warren M. Anderson Expressway,I 88,"Chenango, Fenton, Colesville, Afton, Bainbridge, Sidney, Otego, Oneonta, Schenevus, Milford, Maryland, Worcester, Richmondville, Cobleskill, Schoharie, Duanesburg, Princetown, Rotterdam",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Seneca Trail,"US 62, NY 353, NY 17, and US 219","Pennsylvania-New York State line, Limestone, Bradford Junction, Salamanca, Little Valley, Cattaraugus, Dayton, Gowanda, North Collins, Eden, Hamburg",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Sergeant Devin Snyder Memorial Highway,I-390,between Exit 2 and Exit 3 in the Towns of Cohocton and Wayland,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Sergeant Elisha R. Parker Veterans Memorial Highway,NY 13,Camden,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Sergeant Major Daniel Joseph Daly Memorial Highway,NY 107,between the southern city line and Pulaski Street in the Town of Glen Cove,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Sergeant Omar G. Blowers Memorial Highway,NY 70,entire length in Allegany County in the Towns of Grove and Burns and the Village of Canaseraga,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Sergeant Shawn Michael Farrell II Memorial Highway,US 44/NY 55,between NY 209 in the Town of Wawarsing and NY 299 in the Town of Gardner Ulster County.,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Sgt. Albert Ireland Memorial Highway,NY 301,Cold Spring,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Specialist Anthony N. Kalladeen Memorial Highway,NY 120,between Lake Street East and Anderson Hill Road in the Village and Town of Harrison,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Springwater Veterans Memorial Highway,NY 15A,Springwater,,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
Staff Sergeant William R. Wilson III Memorial Highway,I 990 (Lockport Expressway),"Buffalo, Amherst",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
St. Lawrence County Veterans Memorial Highway,NY 37,"Morristown, Ogdensburg",,https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2017%20tour-bk.pdf,"NYSDOT Official Description of Highway Touring Routes, Bicycle Touring Routes, Scenic Byways, & Commemorative/Memorial Designations in New York State (Jan 2017) — Commemorative/Memorial Highways section."
