_id,highway_name,route_no,district,how_named,from_location,to_location,commemorative_keyword,person_named,keep
414,Officer Jack Polen Memorial Highway,44,2,"ACR 135, CH 121, 2016",Wilson Hill Road (PM R27.882) ,Airport Way (PM 35.930),True,True,True
416,Harold Del Ponte Memorial Highway,101,1,"SCR 124, CH 119 2018",The county border of Del Norte and Humboldt (Postmile M0.000),(Postmile R2.000),True,True,True
417,Senator Chuck Poochigian Highway,180,6,"SCR 103, CH 87, 2008",Clovis Avenue,General Grant Grove Park,True,True,True
419,Post No. 1747 Veterans of Foreign Wars of the United States Memorial Highway,70,3,"ACR 149, CH 97, 2000",Pacific Heights/Georgia Way,Westbound ramp to Garden Drive,True,False,True
420,LA County Deputy Sheriff David Powell Memorial Highway,91,7,"ACR 30, CH 47, 2009",Route 605,Pioneer Boulevard,True,False,True
421,Deputy Sheriff Sandra Powell-Larson Memorial Highway,5,3,"SCR 96, CH 113, 2006",Q Street,J Street,True,True,True
422,Deputy Frank M. Pribble Memorial Highway,10,8,"ACR 96, CH 72, 2008",Post Mile 12.25,Post Mile 15.25,True,True,True
423,Soledad State Prison Correctional Officers Memorial Highway,101,5,"SCR 23, CH 95, 2013",Exit 305 (PM 64.630),Exit 310 (PM 69.372),True,False,True
424,National Purple Heart Trail,70,3,"ACR 19, CH 106, 2021 ",(Postmile 13.604),(Postmile 15.850),True,False,True
425,National Purple Heart Trail,20,3,"ACR 19, CH 106, 2021 ",(Postmile 0.000),(Postmile R3.389),True,False,True
426,Purple Heart Veterans Highway,99,"10, 3","SCR 54, CH 19, 1992",Route 4 in Stockton,Route 50 in Sacramento,True,False,True
427,National Purple Heart Trail,101,5,"ACR 12, CH 84, 2009",Mon Post Mile 9.67,SB Post Mile 36.16,True,False,True
428,National Purple Heart Trail,101,"5, 7","SCR 27, CH 88, 2013",VENTURA COUNTY (PM 0.000),SANTA BARBARA COUNTY (PM R36.160),True,False,True
429,Kent D. Pursel Memorial Freeway,80,4,"SCR 99, CH 229, 1968",SF-Oakland Bay Bridge,Alameda/Contra Costa County Line,True,True,True
430,CHP Officer Robert J. Quirk Memorial Highway,5,2,"ACR 3, CH 73, 2013",NINE MILE HILL OC# 8-101 PM 36.371,SUNSET HILLS DRIVE OC# 8-102 PM 38.716,True,True,True
432,Officer James Rapozo Memorial Freeway,198,6,"ACR 84, CH 118, 1999",Route 99,Route 245,True,True,True
433,Captain Mark Ratledge Memorial Highway,5,2,"SCR 78, CH 88, 2012",Bowman Road OC# 8-105 - TEH-PM 41.525,N. Cottonwood 6-38 N/B On - SHA-PM 2.076,True,True,True
434,Ronald Reagan Freeway,118,7,"SR 7, 12/5/1994, and by local usage",Route 126,I-210,False,True,True
437,Pasadena Police Agent Richard Morris Memorial Highway,210,7,"ACR 170, CH 181, 2014",ALLEN AVENUE UC# 53-2040 R/L - PM R27.409,ROSEMEAD BOULEVARD SEP 210/164 # 53-1957 R/L - PM R29.486,True,True,True
438,Special Agent Richard “Rick” K. Oules Memorial Highway,140,10,"SCR 77, CH 75, 2014",Arboleda Drive - PM 40.700,Plainsburg Road - PM 43.700,True,False,True
439,Bernie Richter Memorial Highway,99,3,"ACR 189, CH 142, 2004",5 miles south of junction with Route 70,Route 70,True,True,True
440,Deputy Sheriff Ricky Del Fiorentino Memorial Highway,1,1,"ACR 159, CH 177, 2014",PM 62.000,PM R65.000,True,True,True
441,Dr. Sally Ride Memorial Highway,101,7,"ACR 51, CH 114, 2021",Junction 101/405 SEP# 53-1146R (PM 17.165R),Balboa Boulevard UC# 53-1052 (PM 19.217),True,True,True
442,Deputy Probation Officer Irene B. Rios Memorial Highway,8,11,"ACR 66, CH 99, 2011",PM R4.600L,PM R6.600L,True,True,True
443,"CHP Officer Reuben F. Rios, Sr., Memorial Freeway",15,8,"ACR 110, CH 93, 2000",Sierra Avenue,Kenwood Avenue,True,True,True
444,Correctional Officer Jose Rivera Memorial Highway,99,10,"SCR 118, CH 129, 2010",Franklin Road,Winton Way,True,False,True
446,Robert Jones Memorial Highway,5,2,"SCR 53, CH 4, 2014",PM R41.500,PM R43.500,True,True,True
447,Jackie Robinson Memorial Highway,210,7,"ACR 197, CH 165, 2016",Gould Avenue OC# 53-2177 (PM R20.600),Orange Grove Boulevard OC# 53-2195 (PM R24.641),True,True,True
448,CHP Officer David M. Romero Memorial Highway,60,7,"SCR 57, CH 123, 2009",Route 605 (Post Mile 11.59),Hacienda Boulevard (Post Mile 15.96),True,True,True
449,Eric W. Rood Memorial Expressway,20,3,"ACR 122, CH 32, 2010",State Highway Route 49,Intersection of the Rough and Ready Highway and Penn Valley Drive,True,True,True
450,LA County Deputy Sheriff Maria Cecilia Rosa Memorial Highway,710,7,"ACR 34, CH 48, 2009",Pacific Coast Highway,Wardlow Road,True,False,True
451,Long Beach Fire Captain David Rosa Memorial Highway,5,12,"SCR 159, CH 234 2018","Camino Las Ramblas, known as Route 1 Junction SEP# 55-510 (Postmile 6.761)","Ortega Highway, also known as State Route 74 Junction SEP# 55-229 (Postmile 9.604)",True,False,True
452,Border Patrol Agent Robert W. Rosas Jr. Memorial Highway,8,11,"SCR 37, CH 54, 2011",Postmile Marker 8-SD-R51.000,Postmile Marker 8-SD-R55.800,True,False,True
453,Paul Vincent Rotondaro Memorial Highway,140,10,"ACR 144, CH 131, 2022",Postmile 6.500,Postmile 11.000,True,True,True
454,Corporal Luis Carlos Ruan Memorial Highway,119,6,"ACR 211, CH 172, 2022","East Kern
Street (PM 0.340)",Cedar Street (PM 1.300),True,True,True
455,Firefighter Steven Rucker Memorial Highway,79,11,"SCR 53, CH 114, 2004",Engineers Road in Cuyamaca,Route 78 in Santa Ysabel,True,True,True
456,Deputy Sheriff Robert Rumfelt Memorial Highway,29,1,"SCR 92, CH 116 2018",Junction of State Route 175 (Postmile R40.144),11th Street UC 14-38 (Postmile R42.677),True,True,True
457,William Byron Rumford Freeway,24,4,"ACR 137, CH 92, 1980",I-580 in Oakland,Caldecott Tunnel,False,True,True
458,Senator Sharon Runner Memorial Highway,14,7,"ACR 138, CH 160, 2016",“K” Avenue UC #53-2381RT (PM R66.730) ,“H” Avenue OC #53-1862 (PM R69.991),True,True,True
459,CHP Officer Douglas “Scott” Russell Memorial Freeway,50,3,"SCR 100, CH 70, 2010",eastbound Post-mile 08.533,"westbound Post-mile
08.598",True,True,True
460,Sergeant Daniel Sakai Memorial Highway,580,4,"ACR 79, CH 111, 2009",Strobridge Avenue,East Castro Valley Boulevard,True,True,True
461,Ruben Salazar Memorial Freeway,710,7,"SCR 46, CH 78, 2005",Route 60,East Cesar Chavez Avenue,True,True,True
462,Roberto “Bobby” Salcedo Memorial Highway,60,7,"ACR 174, CH 144, 2010",Atlantic Boulevard in the City of Monterey Park,"city limit of the City of
Rosemead",True,True,True
468,Officer Samuel Sanchez Memorial Highway,166,5,"SCR 12, CH 106, 2015",SIMAS ROAD - PM 0.892,BONITA SCHOOL ROAD - PM 3.745,True,True,True
469,United States Army Sgt. Javier Sanchez Memorial Highway,101,5,"SCR 57, CH 21 2018",Approx. Espinosa Road (PM 52.210),Hudson Road (PM 55.940),True,False,True
470,Correctional Officer Jesus “Jesse” Sanchez Memorial Highway,83,7,"SCR 83, CH 122, 2010",State Highway Route 60,Kimball Avenue,True,True,True
471,Sig Sanchez Highway,101,4,"SCR 46, CH 71, 1994",Morgan Hill Bypass,,False,True,True
472,CHP Officer Joseph P. Sanders Memorial Highway,60,7,"ACR 94, CH 116, 2009",Hacienda Boulevard (Post Mile 15.96),Nogales Street (Post Mile 20.44),True,True,True
476,"Detective Gerald ""Blackie"" Sawyer Memorial Highway",39,12,"ACR 16, CH 68, 2013",12-ORA-039 STAGE ROAD PM 16.130,12-LA-039 HILLSBOROUGH DRIVE PM approx. D18.3,True,True,True
477,CDF Firefighter Eva Marie Schicke Memorial Highway,120,10,"ACR 156, CH 166, 2008",Rim of the World Vista,Mariposa/Tuolumne County Line,True,True,True
478,James D. Schultz Memorial Freeway,8,11,"SCR 21, CH 87, 2007",Brock Research Center Road,Gordons Well,True,True,True
479,"CHP Officer James J. Schumacher, Jr., Memorial Highway",99,10,"ACR 111, CH 32, 2002",Athlone Road,Worden Avenue,True,True,True
480,Humboldt County Sheriff’s Office Corporal Rich Schlesiger Memorial Highway,101,1,"ACR 43, CH 131, 2017",Posmile Marker 64.500 near Ferndale Exit,Posmile Marker 68.000 near Hookton Road),True,False,True
481,CHP Officer Earl Scott Memorial Highway,99,10,"SCR 120, CH 130, 2010",Pelandale Avenue,Route 219,True,True,True
482,Officer Tommy Scott Memorial Highway,405,7,"SCR 39, CH 54, 2022",Imperial Highway UC# 53-1241 (PM R21.222),West Century Boulevard UC# 53-1243 (PM 22.216),True,True,True
483,California Highway Patrol Officer Earl Scott Memorial Highway,219,10,"ACR 31, CH 47, 2011",JCT 99 - PM 0.116,JCT 108. END OF ROUTE - PM 4.858,True,False,True
484,Screaming Eagles Highway,101,7,"ACR 54, CH 85, 2003",Los Angeles/Ventura County Line,Ventura/Santa Barbara County Line,False,True,True
485,Officer Loren D. Scruggs Memorial Highway,101,5,"SCR 57, CH 38, 2008",Santa Maria Way,South edge of the Santa Maria River Bridge,True,True,True
486,Ranger Patricia M. Scully Memorial Highway,1,4,"SCR 102, CH 120, 2012",JCT 84 E. SAN GREGORIO - PM 18.189,VERDE-LOBITOS CR RDS RT - PM 22.662,True,True,True
489,Eric Seastrand Memorial Highway,46,5,"ACR 22, CH 75, 1993",Route 1 near Cambria,Route 101 near Paso Robles,True,True,True
490,Tom Seaver Memorial Highway,41,6,"ACR 52, CH 136, 2021",E. Jensen Avenue OC# 42-268 (PM R21.113),South Fresno Viaduct# 42-226 (PM R22.107),True,True,True
494,Junipero Serra Freeway,280,4,"ACR 140, CH 208, 1967",Route 17 in Santa Clara County,Route 1 in San Francisco,False,True,True
495,Nathan Shapell Memorial Highway,405,7,"ACR 73, CH 148, 2007",Howard Hughes Parkway,Mulholland Drive,True,True,True
496,"Kings County Deputy Sheriff Allen
Thomas Sharra Memorial Highway",41,6,"ACR 38, CH 106, 2019",Lincoln Avenue (PM 32.420),Lansing Avenue (PM 33.590),True,False,True
497,Shawn Baker Memorial Highway,5,2,"SCR 53, CH 4, 2014",PM R35.700,PM R39.500,True,True,True
498,"CHP Officer Ambers O. ""Sonny"" Shewmaker Memorial Highway",10,8,"ACR 100, CH 109, 2012",Main Street - PM R19.398,Verbenia Avenue OC# 56-530- PM R24.554,True,True,True
501,Army Specialist Eduardo Silva Memorial Highway,101,5,"ACR 201, CH 165, 2022",Kenny Road (PM 50.285),Underwood Road (PM 51.060),True,True,True
504,Corporal Ronil Singh Memorial Highway,33,10,"ACR 128, CH 42, 2020",Sanches Road (Postmile 29.730) ,Stuhr Road (Postmile 2.060),True,True,True
506,Skyway Freeway (Unconstructed),170,7,"ACR 109, CH 26, 1974",LA International Airport,Route 90,False,True,True
507,Matthew “SLOStringer” Frank Memorial Highway,101,5,"ACR 103, CH 169, 2018",Spyglass / Shell Beach Drive UC# 49-189 (PM R19.812),Avila Beach Drive UC# 49-191 (PM R21.105),True,True,True
509,"Detective Sergeant Thomas A. Smith, Jr. Memorial Highway",680,4,"ACR 22, CH 127, 2017",Bollinger Canyon Road OC# 28-224 (PM R2.885) ,Crow Canyon Road OC# 28-206 (PM R4.182),True,True,True
510,CHP Officer Charles T. Smith Memorial Highway,5,3,"ACR 75, CH 113, 2011",County Road 25 - PM R21.824,State Highway 32 - PM R25.529,True,True,True
511,Caltrans Leadworker Gary Wayne Smith Memorial Highway,99,3,"SCR 52, CH 94, 2011",Postmile Marker 03-BUT-099-38.790,Postmile Marker 11-BUT-099-44.320,True,False,True
512,CHP Officer William P. Sniffen Memorial Highway,880,4,"ACR 100, CH 109, 2012",23rd Avenue OC# 33.139 - PM 28.934,16th Avenue OC# 33-137 - PM 29.692,True,True,True
513,Mayor Jack Snyder Memorial Highway,120,10,"ACR 138, CH 128, 2022","Wyche OH 
End of Bridge# 29-272RT (PM R1.845)",Moffat Blvd. OH End of Bridge# 29-278RT (PM R6.431),True,True,True
514,Sonoma County Veterans Memorial Highway,101,4,"SCR 70, CH 102, 1998",Marin/Sonoma County Line,Healdsburg at the Bill Lucius Highway,True,False,True
516,Deputy Sheriff Stephen Sorensen Memorial Highway,138,7,"ACR 135, CH 42, 2004",136th Street,195th Street,True,True,True
517,CHP Officer Charles “Chuck” Sorenson Memorial Highway,12,3,"SCR 100, CH 109, 2012",5 MILES WEST FROM BRANNAN ISLAND ROAD PM 0.845,BRANNAN ISLAND RD LT PM 5.845,True,True,True
519,Southern California Native American Freeway,210,"7, 8","AB 776, CH 543, 2023",JCT 5. 210/5 BR# 53-1985 (R0.000),JCT10. RT LNS END RTE 210 (PM R33.180),False,True,True
521,Stan Statham Memorial Highway,44,2,"SCR 97, CH 178, 2022",Postmile R7.700,Postmile R9.000,True,True,True
522,Officer Richard T. Steed Memorial Highway,5,12,"ACR 35, CH 73, 2011",Avenida San Luis Rey OC #55-151 - PM 0.647,Camino De Estrella OC #55-224 - PM 5.801,True,True,True
523,CHP Officer Thomas J. Steiner Memorial Highway,60,7,"SCR 20, CH 2, 2006",Phillips Ranch Road,Reservoir Street,True,True,True
524,"Stephen Palmer, Sr., Memorial Highway",94,11,"SCR 38, CH 3, 2014",OLD CAMPO ROAD - PM R16.480,MELODY ROAD - PM 20.662,True,True,True
525,"CHP Officer Andrew ""Andy"" Stevens Memorial Highway",16,3,"ACR 141, CH 137, 2008",I-505,County Road 98,True,True,True
527,Jeffey Stevenson Memorial Bike Path,101,4,"SCR 27, CH 63, 2021",Miller Creek Road OC#27-82 (PM 15.570),Pacheco Creek OC# 27-84 (PM 16.641),True,False,True
528,"CHP Officer Larry L. Wetterling and San Bernardino County Sheriff’s Lieutenant Alfred E.
Stewart Memorial Highway",15,8,"ACR 127, CH 110, 2010",Route 138,Oak Hill Road,True,False,True
529,Stone Turnpike Memorial Freeway,5,2,"ACR 94, CH 98, 1994",Pit River Bridge,Shasta/Siskiyou County Line,True,False,True
530,California Highway Patrol Officer Franke A. Story Memorial Highway,86,11,"ACR 57, CH 73, 1996",City of Imperial,City of Brawley,True,False,True
531,Officer Ryan Stringer Memorial Highway,10,7,"ACR 100, CH 109, 2012",South Marguerita Ave. - PM 23.117,South Almansor Street - PM 24.315,True,True,True
532,Vernon L. Sturgeon Memorial Highway,101,5,"SCR 72, CH 96, 2006",Spring Street in Paso Robles,Santa Barbara Road in Atascadero,True,True,True
533,Jack Tanaka Memorial Highway,60,7,"SCR 11, CH 118, 2019",Lemon Avenue UC# 53-1787 (Postmile R22.377),Golden Spring Drive UC# 53-2079 (Postmile R26.526),True,True,True
534,Stephen P. Teale Highway,26,10,"SCR 43, CH 106, 1997",Mokelumne Hill,West Point,False,True,True
535,Deputy Sheriff Erik Jon Telen Memorial Highway,168,6,"SCR 43, CH 70, 2002",Herndon Avenue,Temperance Avenue,True,True,True
537,Frederick E. Terman Memorial Highway,101,4,"SCR 30, CH 110, 2015",SHORELINE BOULEVARD OC#37-153 - PM 48.596,COUNTY LINE OF SANTA CLARA AND SAN MATEO - PM 52.550,True,True,True
538,Riverside County Deputy Sheriff Eric Andrew Thach Memorial Freeway,215,8,"SCR 92, CH 134, 2000",Murrieta Hot Springs Road,McCall Boulevard,True,False,True
539,Mayor James Thalman and Mayor Michael Wickman Memorial Highway,71,8,"SCR 52, CH 26, 2006",Soquel Canyon/Central Avenue,Pine Avenue,True,True,True
540,Lt. Colonel Nguyen Thi Hanh Nhon's Disabled Veterans Memorial Highway,405,12,"SCR 60, CH 178, 2017",Brookhurst Street OC# 55-402 (PM 13.780),"Magnolia Street OC# 55-264 (PM 15.210),",True,False,True
541,Everett and Louella Thomas Memorial Highway,101,1,"SCR 69, CH 120, 2004",Patrick's Point undercrossing,Four miles north of that undercrossing near Big Lagoon,True,True,True
542,Robert “Bob” Thompson Memorial Highway,299,2,"ACR 202, CH 151 2018",(Postmile 83.030),(Postmile 84.000),True,True,True
543,Deputy James Throne Memorial Highway,184,6,"ACR 48, CH 80, 2009",Route 223,Route 178,True,True,True
546,United States Navy Lientenant Commander Otis Vincent Tolbert Memorial Highway,198,6,"SCR 35, CH 51, 2004",25th Avenue near Lemoore Naval Air Station,18th Avenue near Lemoore High School,True,False,True
549,Tuolumne County Vietnam Veterans Memorial Highway,108,10,"ACR 17, CH 89, 2003",Stanislaus/Tuolumne County Line,Tuolumne/Mono County Line,True,False,True
550,CHP Officer Alfred R. Turner Memorial Highway,5,10,"SCR 80, CH 97, 1998",Route 165,Route 152,True,True,True
551,Tuskegee Airmen Memorial Highway,80,4,"SCR 45, CH 92, 2013",E. JCT RTE 12 SEP# 23-0199F - PM 15.815,MIDWAY ROAD OC# 23-148 - PM 32.622,True,False,True
552,Tuskegee Airmen Highway,15,11,"SCR 90, CH 104, 2012",Miramar Road - PM M14.285,Mercy Road - PM M17.311,True,False,True
554,U.S. Submarine Veterans of WWII Memorial Highway,1,12,"ACR 98, CH 103, 2000",Golden West Street in Huntington Beach,Orange/Los Angeles County Line,True,False,True
555,Ritchie Valens Memorial Highway ,5,7,"ACR 23, CH 128, 2017",Junction with State Route 170 SEP# 53-1122R (PM 36.358)  ,Junction with State Route 118 SEP# 53-2324L (PM 39.385),True,True,True
556,Vernon P. Valenzuela Memorial Highway,204,6,"SCR 4, CH 69, 2013","""Q"" Street - PM 4.270","""F"" Street - PM 5.137",True,True,True
559,Stanley L. Van Vleck Memorial Highway,16,3,"ACR 4, CH 61, 2001",Dillard Road,Sacramento/Amador County line,True,True,True
560,CAL FIRE Firefighter Braden Varney Memorial Highway,140,10,"ACR 47, CH 108, 2019",Junction 49/140 (PM 22.080),Triangle Road (PM 26.290),True,True,True
561,Lance Corporal Christian Vasquez Memorial Highway,198,6,"ACR 100, CH 109, 2012",Sixth Avenue - PM 23.320,END of County - PM 28.325,True,True,True
562,Police Officer Jose “Gil” Vega and Police Officer Lesley Zerebny Memorial Highway ,111,8,"ACR 2, CH 125, 2017",West San Rafael Drive (PM 54.955),Overture Drive (PM 58.478),True,False,True
563,Officer Nicholas Vella Memorial Highway,39,12,"ACR 162, CH 135, 2022",JCT 1/39 (PM 0.000),Talbert Avenue (PM 3.611),True,True,True
564,John G. Veneman Freeway,99,10,"ACR 171, CH 131, 1984",Turlock,Modesto,False,True,True
567,Ventura County Vietnam Veterans Memorial Highway,1,7,"ACR 135, CH 89, 2002",Los Angeles/Ventura County Line,Ventura/Santa Barbara County Line,True,False,True
568,Veteran’s Memorial Highway,29,4,"ACR 67, CH 159, 2018",Darms Lane (Approx. PM 16.507,Yount Mill Road (PM 21.620),True,False,True
569,Veterans Boulevard,1,4,"SCR 73, CH 64, 1998",Lake Street,The vicinity of San Francisco National Cemetery,True,False,True
570,Veterans Memorial Freeway ,73,12,"SCR 2, CH 13, 1967",Route 1 near Corona Del Mar,Jamboree Road - PM 24.778,True,False,True
571,Veterans Memorial Freeway,10,8,"ACR 137, CH 104, 1994",Post Mile 79,Post Mile 89,True,False,True
572,Veterans Memorial Highway,156,5,"SCR 22, CH 65, 1997",0.2 miles east of Union Road,0.4 miles east of San Felipe Road,True,False,True
573,Veterans Memorial Highway,101,5,"ACR 133, CH 103, 1994",,,True,False,True
574,Veterans of Foreign Wars of the United States Memorial Highway,99,6,"SCR 54, CH 19, 1992",McFarland,Tulare,True,False,True
575,Veterans' Memorial Highway,101,1,"ACR 57, CH 113, 2007",Post Mile 68.40,Post Mile 71.10,True,False,True
576,Victor V. Veysey Expressway,78,11,"SCR 70, CH 121, 2004",Route 86 near Brawley,Route 111 east of Brawley,False,True,True
577,Viet Dzung Human Rights Memorial Highway,39,12,"SCR 85, CH 90, 2014",Talbert Avenue - PM 3.611,State Highway Route 405 SEP# 55-267 - PM 5.800,True,True,True
578,Vietnam Veterans Memorial Highway,88,10,"ACR 184, CH 148, 2018",The Nevada State Line 5 miles southwest (Postmile 20.283),The Nevada State Line (Postmile 25.283),True,False,True
579,Vietnam Veterans Memorial Highway,119,6,"SCR 68, CH 95, 2006",Enos Lane,Route 184,True,False,True
580,Vietnam Veterans Memorial Highway,1,5,"SCR 26, CH 90, 2011",JCT RTE 166 - PM 49.199,Santa Barbara / San Luis Obispo County Line - PM 50.606,True,False,True
581,"Modesto Police Officer Leo Volk, Jr., and Modesto Police Sergeant Steve May Memorial Highway",132,10,"ACR 46, CH 136, 2017",6th Street (PM 14.770) ,Garner Road / Claus Road (PM 19.010),True,False,True
583,Deputy Sheriff Joel B. Wahlenmaier Memorial Highway,168,6,"ACR 164, CH 152, 2010",Intersection of Dragonfly Lane and Tollhouse Road,Ockenden Ranch Road,True,True,True
584,Sergeant Brian Walker Memorial Highway,247,8,"ACR 180, CH 162, 2016",Camp Rock Road (PM 39.598),Allen Way (PM 44.366) ,True,True,True
585,CHP Lieutenant Michael Elvin Walker Memorial Highway,17,5,"SCR 51, CH 110, 2007",Post Mile 5.91,Post Mile 11.78,True,True,True
586,Deputy Sheriff Dennis Wallace Memorial Highway,132,10,"ACR 181, CH 147, 2018",Root Road (Postmile 20.640),McEwen Road (Postmile 25.146),True,True,True
587,"James Mitchell ""Mitch"" Waller Memorial Highway",405,12,"ACR 65, CH 169, 2015",SAN DIEGO CREEK EB# 55-451RT - PM 1.525,SAN DIEGO CREEK EB# 55-285 - PM 6.459,True,True,True
588,Charles I. Walter Memorial Highway,1,5,"ACR 88, CH 140, 2017",Kansas Avenue (PM 20.890) ,Canet Road (PM 25.580),True,True,True
589,Clarence Ward Memorial Boulevard ,217,5,"AB 2718, CH 1789, 1955",Route 101 in Santa Barbara,UC Santa Barbara Campus,True,False,True
593,Patricia Ann Weston Memorial Highway,99,3,"SCR 84, CH 66, 2010",Post mile 36,Post mile 40,True,True,True
594,Officer Mark A. White Memorial Highway,65,3,"ACR 179, CH 126, 2004",Sunset Boulevard,Route 193/McBean Park Drive,True,True,True
595,Bill Whitehurst Memorial Highway,152,6,"SCR 36, CH 71, 2013","JCT RTE 233,NE. BR 41-59 - PM 10.799",JCT RTE 99 - PM 15.622,True,True,True
596,"CAL-FIRE Firefighter Matt Will Memorial
Highway",156,4,"ACR 106, CH 38, 2010",Route 25,Route 101,True,True,True
597,Los Angeles County Deputy Sheriff Jack Williams Memorial Highway,605,7,"SCR 67, CH 16, 2020","Alondra Blvd UC# 53-1645 (Postmile
R5.811)",Rosecrans Avenue UC#53-1648 (Postmile R6.814),True,False,True
598,Federal Correctional Officer Scott Williams Memorial Highway,1,5,"SCR 28, CH 91, 2011",Santa Lucia Canyon Rd - PM R26.690,California Blvd / Via Vandenberg Rd - PM M29.891,True,True,True
599,John B. Williams Freeway                  ,980,4,"ACR 52, CH 61, 1977",I-880,17th Street,False,True,True
600,Ted Williams Freeway,56,11,"ACR 21, CH 74, 1993",I-5 ,I-15,False,True,True
601,Roy Wilson Memorial Highway,74,8,"ACR 109, CH 31, 2010",entrance to the Santa Rosa and San Jacinto Mountains National Monument visitor center,"extending four
miles to the west thereof",True,True,True
602,"United States Forest
Service Firefighter Brent Michael Witham Memorial Highway",38,8,"SCR 32, CH 138, 2019",Mill Creek Bridge# 54-346 (Postmile 9.601),Mt. Home Creek Bridge# 54-1046 (Postmile R12.279),True,False,True
603,Women Veterans' Highway,99,10,"SCR 43, CH 129, 2003",Route 4,Hammer Lane,True,False,True
604,Los Angeles Firefighter Kelly Wong Memorial Highway,101,7,"SCR 78, CH 105, 2022",SB Off Exit to Broadway (PM 1.181),SB Off to Temple St (PM 1.435),True,False,True
605,"CHP Officers Gayle W. Wood, Jr and James E. McCabe Memorial Highway",5,7,"ACR 70, CH 109, 2011",Palomas Wash Br 53-65R - PM R60.516R,PM R65.516,True,False,True
606,Rim of the World Veterans Memorial Highway,18,8,"ACR 21, CH 87, 2015",JCT ROUTE 330 - PM 31.903,PM 36.403,True,False,True
607,Kevin Woyjeck Memorial Highway,405,12,"ACR 100, CH 116, 2016",PM 20.400,End of Orange County PM 24.178,True,True,True
608,West Covina Police Officer Kenneth Wrede Memorial Highway,10,7,"ACR 104, CH 102, 2006",Vincent Avenue - PM 35.392,Grand Avenue - 38.509,True,False,True
609,Earle W. Wrieden Memorial Highway,29,1,"SCR 18, CH 80, 2001",Napa/Lake County Line,Route 175 near Middletown,True,True,True
610,"Deputy Sheriff Yevhen ""Eugene"" Kostiuchenko Memorial Highway",101,7,"ACR 14, CH 114, 2015",LEWIS ROAD/JCT RTE 34 - PM 13.848,LAS POSAS OC#52-246 - PM 15.888,True,True,True
612,Los Angeles County Sheriff's Deputy Shayne Daniel York Memorial Highway,5,7,"ACR 16, CH 86, 2015",NEWHALL RANCH ROAD/JCT RTE126 OC# 53-1871 - PM R55.287,HASLEY CANYON ROAD OC# 53-1809 - PM R56.602,True,False,True
614,Colonel Charles Young Memorial Highway,198,6,"ACR 142, CH 143, 2018",Salt Creek #46-28 (PM 41.226) ,Sequoia National Park limits (PM 44.163),True,True,True
615,J. Arthur Younger Freeway,92,4,"SCR 78, CH 188, 1967",Route 1 near Half Moon Bay,West Approach to San Mateo-Hayward Bridge,False,True,True
616,Louis Zamperini Memorial Highway,405,7,"ACR 157, CH 122, 2016",South Western Avenue (PM 14.398) ,Redondo Beach Boulevard (PM 16.884),True,True,True
617,Oceanside Police Officer Tony Zeppetella Memorial Highway,76,11,"ACR 133, CH 137, 2004",North Coast Highway,Douglas Drive,True,True,True
618,Mayor Bob Zirbes Memorial Freeway,57,7,"ACR 82, CH 78, 2008",Los Angeles/Orange County Line,Pathfinder Road,True,True,True
