name
All American Freeway
Allen Tate
Ambassador Mattie Sharpless
American Indian Highway
Andrew Jackson Highway
Andy Griffith
Andy W. Anderson
Arnold N. Lakey
"Beloved Man, Dr. Jerry Wolfe Highway"
Benjamin F. Cox
Benny Parsons
"Betsy L. Cochrane, Senator"
Bill G. Anderson
Bill Lee
Billy Graham Freeway
Billy Graham Parkway
Bishop William H Cheek Sr
Bob Jordan
Bob Pressley
Bob Timberlake
Bright Leaf
Bryon E. Bryan
Buck Creek Road
C. F. Harvey
C. H. Edwards
C. Richard Vaughn
"C.B. ""Charlie"" Griffin, Jr."
Carl Lamm
Carl Moore Story
Carroll M. Edwards
Champion Drive
Charles Raper Jonas
Charles Slyvester Felts
Charles Suddreth
"Charlie ""Choo Choo"" Justice"
Charlie O. Lovette
Charlie Shelton
Christopher Fordham
Chuck Allen Highway
Claud Paw Messer Highway
Claude E. Pope
"Clifton L.  Benson, Sr."
Clifton L. Benson Hwy.
Colonel Thomas M. McNish MD Highway
Commander Frank Elkins
Commander Henry Stevens
Commissioner Eddie C Bridges
Congressman Earl Ruth
Congressman G K Butterfield
Congressman Tim Valentine
Congresswoman Eva Clayton
Conley Call
Coretta Scott King
Craig Lawing
Dan K. Moore
Daniel Boone
Dave Phillips
David Hoyle
Dean Smith Highway
Del Mccoury
Deputy John F. Strickland
Deputy Sheriff Roy E. Ashe
Dick Fleming
Doc and Merle Watson
Don Buie
Don Goins
Donna Fargo
Dr Leo W Jenkins Highway
Dr Walter Reed
Dr. Bonnie E. Cone
Dr. Calvin Jones
Dr. Charles R. Drew
Dr. Charlotte Hawkins Brown
Dr. Dock J Jordan and Carrie Thomas Jordan
"Dr. H.F. ""Cotton"" Robinson"
"Dr. James A. Harrell, Sr."
Dr. Joe C. Padgett
Dr. John H. Franklin Highway
Dr. Joy Johnson
Dr. Leon R. Staton
Dr. Martin Luther King Jr.
Dr. Mary Martin Sloop
Dr. Moses Ray
Dr. William Wood
Durwood Stephenson
E. Avery Hightower
E. Norris Tolson
Ed Underwood
Ed Yates
Edward R. Murrow
"Elmer B. Smith, Sr."
Enoch R Staley
Faircloth Expressway
Faye Broyhill
"Francis ""Pete"" Fensel"
Frank C. Wilson
Frank V. Avent
Freedom Way
French Broad Scenic Hwy.
G. R. Kindley
Garner Bagnal
General Hugh Shelton
General Younts Expressway
George Coble
George T. Young
George W. Liles
George W. Smith
George W. Younce
Gold Memorial Freeway
Governor James B. Hunt
Governor James G. Martin
Governor John Motley Morehead
Great Smoky Mountains
"Grover Robbins, Jr."
"Guy Jennings Winstead, First Lieutenant"
Harold C Smith
Harold K Stallcup
Harold Lee Frank Highway
Harold W. Hardison
Harriet Morehead Berry
Harry Lee Robertson
"Harvey A. Carpenter, Jr."
Hector MacLean
Herb Thomas
Honorable Talmadge S. Baker
Honorable William Lindsay Osteen Highway
Horace B. Phillips
"Hoyt Patrick Taylor, Jr."
I. L. Buck Dean
Irvin S. Garrish
Isaac Brooks
J. Douglas Galyon Freeway
J. Elsie Webb Thoroughfare
J. Howard Coble
J. Ollie Harris
"J. Vines Cobb, Jr"
J.J. Webster
"J.M. Hunt, Jr. Expressway"
Jack E. Bryant
Jack H. Lucas
Jake Alexander
Jake May Drive
Jake White
James Arthur Callahan
James E. Harrington
"James E. Holshouser, Jr."
James K. Polk
James R. Vannoy
James T. Broyhill
Jeff Gordon
Jerome C. Davis
Jerry R. Carlton
Jesse A. Lunsford
Jim Graham
Jimmie Lee Couch Drive
Jimmy Capps
John B. Bond
John Belk
John E. Bishop
"John J. Burney, Jr"
John Motley Morehead III.
John P. East
John Penn Highway
John W. Brown
Joseph M. Bryan
Julian R. Allsbrook
KIA/MIA/POW Memorial Highway
Kannapolis Parkway
Ken Trowbridge Road
Kirksey Bypass
Kistler Highway
L. Berge Beam Sr.
L. H. Fountain
LCDR R. Geddie Herring
Lacy H. Thornburg
Lake Tahoma Road
Leo Mercer
Lewis P. Hamlin Highway
Lieutenant Governor Walter H Dalton Highway
Liston Ramsey
Lt George H Yarborough Highway
Lulu Belle Wiseman
Lyndo Tippett Highway
Lynwood Smith
M. Q. Plumblee
M. Wayne Mangum
Mac Campbell Jr. Highway
Major General Joseph McNeil Way
Marcella H Smith
Marcellus III Buchanan
Marion Lytle
Market Street
Marshall Rauch
Martin H. Lancaster
Mayor Roger Snyder
Merle Dryman Parkway
Michael Jordan
Michael Krzyzewski
Moore's Creek Battleground Highway
Morris McGough
"Nello Teer, Sr."
Old Halifax Road
Orville D. and Kent Coward
"Oscar A. Keller, Jr."
Paul Brown Boulevard
Paul Green
Pigeon River Route
Pilot Mountain Parkway
Pleasure Route
Police Chief Jimmy Bell
Pottery Highway
Preddy Boulevard
President Ronald Reagan
Purple Heart Highway
Ray Kelly Highway
"Rep. Howard Hunter, Jr."
Representative Larry M Bell
Representative W. Eugene McCombs
Rev James Andrew Felton
Rev. Charlie C. Lawrence
Rev. Dr. Howard L. Mitchell
Reverend George Kloster
Richard Childress
Richard Dobbs Spaight
Richard Petty
Richard Pugh
Robert Burton Nelson Hwy.
Robert C. Hunter
Robert G. Barr Expressway
Robert Glen Jr. Johnson
Robert Scott Highway
Rodney Orr
Ronnie Milsap Highway
Roy Williams Highway
"S. B. Lacey, Jr."
Sam Erby
Sam Hunt
"Sam J. Ervin, Jr."
Sam J. III Ervin
"Seddon ""Rusty"" Goode"
"Sen. James S. Forrester, MD"
Senator Aaron Plyler
Senator Bob Warren
Senator Charles W. Albertson
Senator Debbie Clary
Senator Elizabeth Dole
Senator Harry Brown
Senator Helen Rhyne Marvin
Senator James Speed Highway
Senator Jesse Helms
Senator John A. Gardwood
"Senator John H. Kerr, III"
Senator Kay Hagan Highway
"Senator R.L. ""Bob"" Martin"
Senator Robert Holloman
Senator Steve Goss Highway
Senator Thomas F Taft Sr
"Senator Wendell Holmes Murphy, Sr."
Sgt. Dean Arledge (SHP)
Sgt. Ray Eubanks
Shane Miller
Sheriff Donald Banks
Smoky Park
Solon David Smart
T. Clarence Stone Highway
"T.G. ""Sonny Boy"" Joyner"
Tate Boulevard
The Airborne and Special Operations Highway
The Davidson College Highway
The Jerry Crump Road
The Watson Brame Expressway
"Thomas A. Betts, Jr."
Thomas A. Burton
Thomas Bradshaw
Thomas J. Harrelson
Thomas S. Harrington
Tomahawk Trail
Trooper Giles A Harmon
Trooper Raymond Earl Worley
Tyler A. Herndon Highway
U.S. Marine Corp Highway
University Drive
Veterans Memorial Highway
Victory Trail
W. Cliff Martin
W. R. Winkler
W. S. Wilkinson Highway
W.R. (Bill) Roberson
Warren Coleman
Wayne A. Corpening
Wesley D. Webster
Wilkinson Blvd.
"William ""Grey"" Bailey"
"William D. ""Bill"" Cox"
William D. Goldston
"William D. Robbins, Sr."
"William F. Absher, Jr."
William Simpson
William T. Groves
