GEOID,County,Median_Age,Median_Household_Income,Median_Home_Value,Pct_White_Alone,Pct_Black_Alone,Pct_Asian_Alone,Pct_AIAN_Alone,Pct_NHPI_Alone,Pct_SomeOther_Alone,Pct_TwoOrMore,Pct_Hispanic,HS_Grad_or_Higher,Bachelors_or_Higher,Unemployment_Rate,Pct_Below_Poverty_Level,StateFIPS,CountyFIPS
48351,"Newton County, Texas",45.8,41044,83100,2.5,0.2,0.7,0.0,96.6,75.2,17.9,1.5,6.2,84.4,10.5,22.4,48,351
48353,"Nolan County, Texas",36.5,50160,98300,34.0,0.1,2.9,0.0,63.0,54.1,3.9,2.0,13.7,83.5,5.7,18.8,48,353
48355,"Nueces County, Texas",36.8,66021,194700,56.1,0.5,5.4,0.2,37.9,29.9,3.7,1.3,23.7,85.3,5.6,17.7,48,355
48357,"Ochiltree County, Texas",33.3,64988,137200,54.8,0.0,0.5,0.3,44.3,41.9,0.0,2.1,19.0,80.9,1.1,15.5,48,357
48359,"Oldham County, Texas",32.5,76402,144800,19.9,0.0,4.6,0.0,75.5,67.1,7.3,0.6,25.3,87.8,0.7,17.7,48,359
48361,"Orange County, Texas",37.9,73372,163400,6.9,0.2,1.8,0.2,90.9,77.9,8.4,1.4,17.8,91.0,6.3,12.7,48,361
48363,"Palo Pinto County, Texas",41.1,64972,167300,17.2,0.5,2.2,0.3,79.8,73.3,2.5,1.9,18.7,86.1,7.6,17.0,48,363
48365,"Panola County, Texas",40.5,62593,146000,9.1,0.3,0.7,0.0,90.0,71.7,11.4,4.9,17.9,85.0,2.6,11.9,48,365
48367,"Parker County, Texas",39.3,102099,343600,12.0,0.3,1.6,0.1,85.9,80.0,1.4,2.0,31.6,90.5,3.9,7.8,48,367
48369,"Parmer County, Texas",36.2,68164,127300,60.8,0.0,5.3,0.0,33.9,31.0,0.4,6.7,16.7,72.7,2.5,9.6,48,369
48371,"Pecos County, Texas",37.3,67689,142900,66.3,0.0,4.8,0.0,28.8,22.6,3.6,1.1,13.4,79.1,1.2,27.4,48,371
48373,"Polk County, Texas",43.9,59066,154000,12.8,0.6,1.4,0.2,84.9,71.4,7.8,3.9,13.4,81.8,9.0,18.1,48,373
48375,"Potter County, Texas",35.1,50448,134900,34.2,0.3,3.9,0.4,61.2,42.9,10.2,1.9,17.3,77.4,4.0,20.9,48,375
48377,"Presidio County, Texas",42.0,29014,123100,75.4,0.0,1.1,0.0,23.5,19.4,0.0,2.5,20.2,66.1,11.1,36.3,48,377
48379,"Rains County, Texas",46.2,64874,214900,9.2,0.2,0.4,0.0,90.2,83.0,2.9,1.9,25.2,89.8,2.4,12.8,48,379
48381,"Randall County, Texas",36.8,80905,227500,20.1,0.2,3.3,0.1,76.3,67.9,3.2,2.3,32.1,93.6,2.9,9.5,48,381
48383,"Reagan County, Texas",29.4,70288,163700,63.9,0.0,2.3,1.0,32.9,23.7,4.9,2.7,17.0,89.0,8.3,11.1,48,383
48385,"Real County, Texas",56.5,45417,-666666666,22.8,0.0,0.7,0.0,76.5,74.7,1.4,0.0,19.1,86.9,7.0,20.5,48,385
48387,"Red River County, Texas",49.1,46912,133800,6.1,0.0,1.0,0.1,92.9,73.6,16.4,2.8,15.6,87.1,2.0,20.9,48,387
48389,"Reeves County, Texas",34.4,56056,113700,77.4,0.0,7.3,0.0,15.2,12.2,1.4,1.4,6.9,71.3,4.0,21.9,48,389
48391,"Refugio County, Texas",43.9,58016,94400,48.1,0.0,2.1,0.0,49.9,41.3,6.1,1.1,13.8,82.6,5.7,17.3,48,391
48393,"Roberts County, Texas",39.4,66118,176800,9.3,1.0,0.3,0.0,89.4,86.5,0.3,3.3,22.0,97.5,0.5,6.4,48,393
48395,"Robertson County, Texas",40.9,66250,172700,20.7,0.3,0.8,0.1,78.1,55.1,19.9,2.1,19.1,84.8,8.1,16.5,48,395
48397,"Rockwall County, Texas",37.6,124917,386000,14.5,1.0,4.4,0.3,79.8,64.9,8.3,2.0,44.0,94.2,4.0,4.3,48,397
48399,"Runnels County, Texas",41.8,63490,103700,30.5,0.2,3.6,0.2,65.6,60.5,3.0,2.1,19.1,86.2,4.3,10.4,48,399
48401,"Rusk County, Texas",38.8,67506,166900,15.1,0.7,2.9,0.1,81.3,61.9,13.2,3.7,17.9,84.9,3.8,14.3,48,401
48403,"Sabine County, Texas",54.3,59924,131900,3.2,0.0,1.0,0.0,95.8,84.6,4.6,2.7,17.8,87.3,6.9,14.3,48,403
48405,"San Augustine County, Texas",48.8,46338,83500,7.9,0.0,0.2,0.0,91.8,68.5,22.1,1.6,11.5,81.7,9.4,27.5,48,405
48407,"San Jacinto County, Texas",45.0,59526,183100,14.3,0.7,2.3,1.0,81.7,69.7,8.1,2.3,15.8,84.4,7.1,17.7,48,407
48409,"San Patricio County, Texas",37.1,67512,180400,50.5,0.6,4.1,0.9,43.9,38.4,1.4,1.3,17.2,83.9,4.3,15.1,48,409
48411,"San Saba County, Texas",40.1,54855,161800,28.3,0.2,1.7,0.0,69.8,62.7,2.4,1.6,21.7,84.5,2.9,14.5,48,411
48413,"Schleicher County, Texas",39.8,90141,113400,50.9,0.0,1.9,0.0,47.2,44.4,0.7,1.2,24.2,81.0,5.3,9.0,48,413
48415,"Scurry County, Texas",36.4,62689,110800,38.9,0.3,3.3,0.0,57.4,49.6,2.7,3.6,17.9,85.2,2.1,9.8,48,415
48417,"Shackelford County, Texas",43.9,64659,176900,12.1,0.0,0.6,0.0,87.3,82.5,1.2,2.3,34.6,92.4,6.1,11.6,48,417
48419,"Shelby County, Texas",40.0,50436,111700,18.9,0.0,0.8,0.0,80.4,60.0,15.6,4.2,13.7,82.5,4.1,23.5,48,419
48421,"Sherman County, Texas",36.5,74167,125500,43.1,0.0,4.1,0.0,52.8,50.2,0.2,0.2,25.6,78.0,3.2,6.3,48,421
48423,"Smith County, Texas",37.4,71923,220800,18.5,0.2,1.9,0.0,79.4,58.0,16.6,1.2,27.7,88.0,4.1,12.2,48,423
48425,"Somervell County, Texas",44.0,83382,253600,17.3,0.2,0.5,0.0,81.9,77.1,1.9,4.0,25.0,91.3,4.0,6.5,48,425
48427,"Starr County, Texas",29.1,38182,93300,92.4,0.0,4.8,0.0,2.7,2.2,0.2,0.3,13.3,60.1,10.8,33.5,48,427
48429,"Stephens County, Texas",41.6,54695,105700,23.2,0.0,1.6,0.0,75.1,68.8,3.1,2.8,18.2,83.3,5.9,13.5,48,429
48431,"Sterling County, Texas",31.4,78750,143200,31.2,0.0,0.4,0.5,67.8,67.1,0.1,0.1,24.5,87.9,2.3,2.7,48,431
48433,"Stonewall County, Texas",46.5,61250,54700,22.7,0.0,0.0,0.0,77.3,75.4,0.6,0.0,14.1,84.5,2.8,8.7,48,433
48435,"Sutton County, Texas",34.9,75000,140600,61.6,0.0,0.6,3.1,34.6,32.2,0.1,1.2,15.5,80.7,4.5,11.6,48,435
48437,"Swisher County, Texas",36.5,39031,89200,40.8,0.0,4.2,0.7,54.2,41.0,7.8,1.6,20.1,80.3,4.3,29.5,48,437
48439,"Tarrant County, Texas",35.1,81905,294100,24.0,1.3,4.2,0.4,70.1,43.2,17.2,1.8,34.5,87.1,4.7,10.9,48,439
48441,"Taylor County, Texas",33.0,66406,190300,21.2,0.5,2.8,0.2,75.2,61.8,7.7,1.7,29.0,90.6,2.3,13.5,48,441
48443,"Terrell County, Texas",60.9,46989,152200,35.5,0.0,7.3,0.0,57.2,57.2,0.0,3.5,32.3,94.0,0.0,8.2,48,443
48445,"Terry County, Texas",35.7,45905,111200,47.1,0.1,9.1,0.0,43.8,38.3,3.9,1.1,11.0,77.7,3.8,21.8,48,445
48447,"Throckmorton County, Texas",42.7,58864,84200,4.7,0.0,3.1,0.0,92.2,89.9,0.0,0.9,25.0,92.7,2.7,14.0,48,447
48449,"Titus County, Texas",34.7,59220,157900,40.6,0.3,3.5,0.1,55.6,43.1,9.5,2.2,15.4,77.1,3.6,17.3,48,449
48451,"Tom Green County, Texas",35.8,66254,186700,36.0,0.7,3.3,0.1,59.9,51.9,3.4,1.6,25.1,87.2,3.1,11.7,48,451
48453,"Travis County, Texas",35.5,97169,487600,24.3,1.0,6.3,0.8,67.5,47.7,7.8,2.2,55.5,91.5,4.3,11.0,48,453
48455,"Trinity County, Texas",49.8,51663,110100,9.1,0.4,1.2,0.0,89.3,77.3,8.7,1.7,15.9,89.0,7.1,16.1,48,455
48457,"Tyler County, Texas",42.5,50647,138400,6.7,0.1,1.2,0.0,92.0,77.1,10.6,1.8,12.0,83.1,8.9,19.6,48,457
48459,"Upshur County, Texas",40.3,62794,171200,9.2,0.1,0.7,0.0,89.9,78.2,7.2,2.5,17.5,86.8,4.4,13.3,48,459
48461,"Upton County, Texas",41.1,52321,106300,53.0,3.1,0.1,0.0,43.8,41.6,0.9,1.0,8.8,81.5,3.8,17.1,48,461
48463,"Uvalde County, Texas",34.6,57849,144400,63.9,0.9,5.9,0.0,29.3,25.8,0.6,2.7,20.2,78.3,3.2,21.9,48,463
48465,"Val Verde County, Texas",32.3,59673,151500,73.9,0.4,6.5,0.2,19.0,15.7,1.2,0.9,21.3,75.1,4.8,18.3,48,465
48467,"Van Zandt County, Texas",42.1,68274,199500,12.1,0.2,0.5,0.0,87.2,81.4,2.7,1.8,18.2,87.3,4.0,11.5,48,467
48469,"Victoria County, Texas",36.6,70101,197600,42.5,0.5,4.5,0.0,52.4,43.0,5.5,1.3,19.7,85.1,4.3,16.0,48,469
48471,"Walker County, Texas",37.1,49862,207900,17.7,0.4,3.5,0.0,78.4,53.2,19.8,2.5,21.4,84.8,7.4,17.9,48,471
48473,"Waller County, Texas",30.8,76135,292000,27.3,0.3,4.5,0.9,67.0,38.8,23.4,2.9,26.6,83.9,6.2,13.5,48,473
48475,"Ward County, Texas",34.9,71719,138800,50.8,0.1,4.5,0.0,44.6,37.5,4.8,1.4,10.7,81.0,4.1,14.6,48,475
48477,"Washington County, Texas",40.9,75085,270100,16.5,0.1,1.5,0.1,81.9,61.7,15.1,3.1,31.0,90.4,2.6,12.6,48,477
48479,"Webb County, Texas",29.8,62506,178900,90.2,0.3,4.5,0.1,4.9,3.6,0.4,0.5,20.9,69.8,5.5,21.0,48,479
48481,"Wharton County, Texas",38.4,66100,182700,37.0,0.7,3.6,0.2,58.5,43.9,12.4,0.6,19.2,83.9,7.0,14.5,48,481
48483,"Wheeler County, Texas",40.6,67964,97600,20.8,0.0,2.8,1.4,75.0,69.0,1.7,4.0,19.5,87.6,3.4,14.2,48,483
48485,"Wichita County, Texas",35.0,62168,141600,17.9,0.6,1.6,0.2,79.7,63.3,10.0,2.2,24.8,88.0,3.5,15.9,48,485
48487,"Wilbarger County, Texas",39.5,51626,98800,25.8,0.3,3.7,0.1,70.1,55.4,6.1,4.7,17.4,81.3,9.8,18.8,48,487
48489,"Willacy County, Texas",33.7,45645,60800,83.8,0.3,3.1,0.0,12.8,10.5,1.4,0.6,12.2,67.7,7.3,24.6,48,489
48491,"Williamson County, Texas",37.2,108309,414600,18.9,1.1,4.1,0.4,75.5,55.1,6.6,1.9,47.4,94.2,4.0,6.3,48,491
48493,"Wilson County, Texas",40.1,92461,286300,35.3,0.5,3.6,0.1,60.5,55.6,1.8,3.3,26.3,89.6,3.9,9.8,48,493
48495,"Winkler County, Texas",35.3,91898,121200,56.5,0.6,3.4,1.4,38.2,32.5,3.6,2.5,10.0,73.8,1.9,12.0,48,495
48497,"Wise County, Texas",40.0,89897,277200,18.0,0.9,1.5,0.1,79.4,73.8,1.4,2.0,20.6,86.6,5.0,9.1,48,497
48499,"Wood County, Texas",48.4,62524,195100,9.2,0.2,1.5,0.3,88.8,81.3,4.0,1.8,22.3,86.7,5.7,12.6,48,499
48501,"Yoakum County, Texas",33.0,82261,183000,62.8,0.0,2.4,0.0,34.8,31.5,0.1,3.8,14.2,75.7,3.4,12.0,48,501
48503,"Young County, Texas",40.7,63723,165300,16.0,2.0,2.1,0.2,79.8,75.6,1.4,1.1,23.6,89.4,2.9,16.7,48,503
48505,"Zapata County, Texas",31.5,36527,88800,89.3,0.1,4.5,0.0,6.1,4.6,0.3,0.0,13.3,64.1,8.0,37.4,48,505
48507,"Zavala County, Texas",32.5,41887,88100,90.7,0.0,2.0,0.0,7.4,6.1,0.8,0.8,9.6,73.4,7.4,36.3,48,507
